:ID(Component),system_id,type,name
AC1082-S03-C03,AC1082-S03,Communication Unit,Communication Unit
AC1082-S04-C01,AC1082-S04,Pump,Pump
AC1082-S04-C02,AC1082-S04,Filter,Filter
AC1082-S04-C03,AC1082-S04,Reservoir,Reservoir
AC1082-S04-C04,AC1082-S04,Actuator,Actuator
AC1083-S01-C01,AC1083-S01,Turbine,Turbine
AC1083-S01-C02,AC1083-S01,Compressor,Compressor
AC1083-S01-C03,AC1083-S01,Combustor,Combustor
AC1083-S01-C04,AC1083-S01,Nozzle,Nozzle
AC1083-S01-C05,AC1083-S01,Control Unit,Control Unit
AC1083-S02-C01,AC1083-S02,Turbine,Turbine
AC1083-S02-C02,AC1083-S02,Compressor,Compressor
AC1083-S02-C03,AC1083-S02,Combustor,Combustor
AC1083-S02-C04,AC1083-S02,Nozzle,Nozzle
AC1083-S02-C05,AC1083-S02,Control Unit,Control Unit
AC1083-S03-C01,AC1083-S03,Flight Computer,Flight Computer
AC1083-S03-C02,AC1083-S03,Navigation Unit,Navigation Unit
AC1083-S03-C03,AC1083-S03,Communication Unit,Communication Unit
AC1083-S04-C01,AC1083-S04,Pump,Pump
AC1083-S04-C02,AC1083-S04,Filter,Filter
AC1083-S04-C03,AC1083-S04,Reservoir,Reservoir
AC1083-S04-C04,AC1083-S04,Actuator,Actuator
AC1084-S01-C01,AC1084-S01,Turbine,Turbine
AC1084-S01-C02,AC1084-S01,Compressor,Compressor
AC1084-S01-C03,AC1084-S01,Combustor,Combustor
AC1084-S01-C04,AC1084-S01,Nozzle,Nozzle
AC1084-S01-C05,AC1084-S01,Control Unit,Control Unit
AC1084-S02-C01,AC1084-S02,Turbine,Turbine
AC1084-S02-C02,AC1084-S02,Compressor,Compressor
AC1084-S02-C03,AC1084-S02,Combustor,Combustor
AC1084-S02-C04,AC1084-S02,Nozzle,Nozzle
AC1084-S02-C05,AC1084-S02,Control Unit,Control Unit
AC1084-S03-C01,AC1084-S03,Flight Computer,Flight Computer
AC1084-S03-C02,AC1084-S03,Navigation Unit,Navigation Unit
AC1084-S03-C03,AC1084-S03,Communication Unit,Communication Unit
AC1084-S04-C01,AC1084-S04,Pump,Pump
AC1084-S04-C02,AC1084-S04,Filter,Filter
AC1084-S04-C03,AC1084-S04,Reservoir,Reservoir
AC1084-S04-C04,AC1084-S04,Actuator,Actuator
AC1085-S01-C01,AC1085-S01,Turbine,Turbine
AC1085-S01-C02,AC1085-S01,Compressor,Compressor
AC1085-S01-C03,AC1085-S01,Combustor,Combustor
AC1085-S01-C04,AC1085-S01,Nozzle,Nozzle
AC1085-S01-C05,AC1085-S01,Control Unit,Control Unit
AC1085-S02-C01,AC1085-S02,Turbine,Turbine
AC1085-S02-C02,AC1085-S02,Compressor,Compressor
AC1085-S02-C03,AC1085-S02,Combustor,Combustor
AC1085-S02-C04,AC1085-S02,Nozzle,Nozzle
AC1085-S02-C05,AC1085-S02,Control Unit,Control Unit
AC1085-S03-C01,AC1085-S03,Flight Computer,Flight Computer
AC1085-S03-C02,AC1085-S03,Navigation Unit,Navigation Unit
AC1085-S03-C03,AC1085-S03,Communication Unit,Communication Unit
AC1085-S04-C01,AC1085-S04,Pump,Pump
AC1085-S04-C02,AC1085-S04,Filter,Filter
AC1085-S04-C03,AC1085-S04,Reservoir,Reservoir
AC1085-S04-C04,AC1085-S04,Actuator,Actuator
AC1086-S01-C01,AC1086-S01,Turbine,Turbine
AC1086-S01-C02,AC1086-S01,Compressor,Compressor
AC1086-S01-C03,AC1086-S01,Combustor,Combustor
AC1086-S01-C04,AC1086-S01,Nozzle,Nozzle
AC1086-S01-C05,AC1086-S01,Control Unit,Control Unit
AC1086-S02-C01,AC1086-S02,Turbine,Turbine
AC1086-S02-C02,AC1086-S02,Compressor,Compressor
AC1086-S02-C03,AC1086-S02,Combustor,Combustor
AC1086-S02-C04,AC1086-S02,Nozzle,Nozzle
AC1086-S02-C05,AC1086-S02,Control Unit,Control Unit
AC1086-S03-C01,AC1086-S03,Flight Computer,Flight Computer
AC1086-S03-C02,AC1086-S03,Navigation Unit,Navigation Unit
AC1086-S03-C03,AC1086-S03,Communication Unit,Communication Unit
AC1086-S04-C01,AC1086-S04,Pump,Pump
AC1086-S04-C02,AC1086-S04,Filter,Filter
AC1086-S04-C03,AC1086-S04,Reservoir,Reservoir
AC1086-S04-C04,AC1086-S04,Actuator,Actuator
AC1087-S01-C01,AC1087-S01,Turbine,Turbine
AC1087-S01-C02,AC1087-S01,Compressor,Compressor
AC1087-S01-C03,AC1087-S01,Combustor,Combustor
AC1087-S01-C04,AC1087-S01,Nozzle,Nozzle
AC1087-S01-C05,AC1087-S01,Control Unit,Control Unit
AC1087-S02-C01,AC1087-S02,Turbine,Turbine
AC1087-S02-C02,AC1087-S02,Compressor,Compressor
AC1087-S02-C03,AC1087-S02,Combustor,Combustor
AC1087-S02-C04,AC1087-S02,Nozzle,Nozzle
AC1087-S02-C05,AC1087-S02,Control Unit,Control Unit
AC1087-S03-C01,AC1087-S03,Flight Computer,Flight Computer
AC1087-S03-C02,AC1087-S03,Navigation Unit,Navigation Unit
AC1087-S03-C03,AC1087-S03,Communication Unit,Communication Unit
AC1087-S04-C01,AC1087-S04,Pump,Pump
AC1087-S04-C02,AC1087-S04,Filter,Filter
AC1087-S04-C03,AC1087-S04,Reservoir,Reservoir
AC1087-S04-C04,AC1087-S04,Actuator,Actuator
AC1088-S01-C01,AC1088-S01,Turbine,Turbine
AC1088-S01-C02,AC1088-S01,Compressor,Compressor
AC1088-S01-C03,AC1088-S01,Combustor,Combustor
AC1088-S01-C04,AC1088-S01,Nozzle,Nozzle
AC1088-S01-C05,AC1088-S01,Control Unit,Control Unit
AC1088-S02-C01,AC1088-S02,Turbine,Turbine
AC1088-S02-C02,AC1088-S02,Compressor,Compressor
AC1088-S02-C03,AC1088-S02,Combustor,Combustor
AC1088-S02-C04,AC1088-S02,Nozzle,Nozzle
AC1088-S02-C05,AC1088-S02,Control Unit,Control Unit
AC1088-S03-C01,AC1088-S03,Flight Computer,Flight Computer
AC1088-S03-C02,AC1088-S03,Navigation Unit,Navigation Unit
AC1088-S03-C03,AC1088-S03,Communication Unit,Communication Unit
AC1088-S04-C01,AC1088-S04,Pump,Pump
AC1088-S04-C02,AC1088-S04,Filter,Filter
AC1088-S04-C03,AC1088-S04,Reservoir,Reservoir
AC1088-S04-C04,AC1088-S04,Actuator,Actuator
AC1089-S01-C01,AC1089-S01,Turbine,Turbine
AC1089-S01-C02,AC1089-S01,Compressor,Compressor
AC1089-S01-C03,AC1089-S01,Combustor,Combustor
AC1089-S01-C04,AC1089-S01,Nozzle,Nozzle
AC1089-S01-C05,AC1089-S01,Control Unit,Control Unit
AC1089-S02-C01,AC1089-S02,Turbine,Turbine
AC1089-S02-C02,AC1089-S02,Compressor,Compressor
AC1089-S02-C03,AC1089-S02,Combustor,Combustor
AC1089-S02-C04,AC1089-S02,Nozzle,Nozzle
AC1089-S02-C05,AC1089-S02,Control Unit,Control Unit
AC1089-S03-C01,AC1089-S03,Flight Computer,Flight Computer
AC1089-S03-C02,AC1089-S03,Navigation Unit,Navigation Unit
AC1089-S03-C03,AC1089-S03,Communication Unit,Communication Unit
AC1089-S04-C01,AC1089-S04,Pump,Pump
AC1089-S04-C02,AC1089-S04,Filter,Filter
AC1089-S04-C03,AC1089-S04,Reservoir,Reservoir
AC1089-S04-C04,AC1089-S04,Actuator,Actuator
AC1090-S01-C01,AC1090-S01,Turbine,Turbine
AC1090-S01-C02,AC1090-S01,Compressor,Compressor
AC1090-S01-C03,AC1090-S01,Combustor,Combustor
AC1090-S01-C04,AC1090-S01,Nozzle,Nozzle
AC1090-S01-C05,AC1090-S01,Control Unit,Control Unit
AC1090-S02-C01,AC1090-S02,Turbine,Turbine
AC1090-S02-C02,AC1090-S02,Compressor,Compressor
AC1090-S02-C03,AC1090-S02,Combustor,Combustor
AC1090-S02-C04,AC1090-S02,Nozzle,Nozzle
AC1090-S02-C05,AC1090-S02,Control Unit,Control Unit
AC1090-S03-C01,AC1090-S03,Flight Computer,Flight Computer
AC1090-S03-C02,AC1090-S03,Navigation Unit,Navigation Unit
AC1090-S03-C03,AC1090-S03,Communication Unit,Communication Unit
AC1090-S04-C01,AC1090-S04,Pump,Pump
AC1090-S04-C02,AC1090-S04,Filter,Filter
AC1090-S04-C03,AC1090-S04,Reservoir,Reservoir
AC1090-S04-C04,AC1090-S04,Actuator,Actuator
AC1091-S01-C01,AC1091-S01,Turbine,Turbine
AC1091-S01-C02,AC1091-S01,Compressor,Compressor
AC1091-S01-C03,AC1091-S01,Combustor,Combustor
AC1091-S01-C04,AC1091-S01,Nozzle,Nozzle
AC1091-S01-C05,AC1091-S01,Control Unit,Control Unit
AC1091-S02-C01,AC1091-S02,Turbine,Turbine
AC1091-S02-C02,AC1091-S02,Compressor,Compressor
AC1091-S02-C03,AC1091-S02,Combustor,Combustor
AC1091-S02-C04,AC1091-S02,Nozzle,Nozzle
AC1091-S02-C05,AC1091-S02,Control Unit,Control Unit
AC1091-S03-C01,AC1091-S03,Flight Computer,Flight Computer
AC1091-S03-C02,AC1091-S03,Navigation Unit,Navigation Unit
AC1091-S03-C03,AC1091-S03,Communication Unit,Communication Unit
AC1091-S04-C01,AC1091-S04,Pump,Pump
AC1091-S04-C02,AC1091-S04,Filter,Filter
AC1091-S04-C03,AC1091-S04,Reservoir,Reservoir
AC1091-S04-C04,AC1091-S04,Actuator,Actuator
AC1092-S01-C01,AC1092-S01,Turbine,Turbine
AC1092-S01-C02,AC1092-S01,Compressor,Compressor
AC1092-S01-C03,AC1092-S01,Combustor,Combustor
AC1092-S01-C04,AC1092-S01,Nozzle,Nozzle
AC1092-S01-C05,AC1092-S01,Control Unit,Control Unit
AC1092-S02-C01,AC1092-S02,Turbine,Turbine
AC1092-S02-C02,AC1092-S02,Compressor,Compressor
AC1092-S02-C03,AC1092-S02,Combustor,Combustor
AC1092-S02-C04,AC1092-S02,Nozzle,Nozzle
AC1092-S02-C05,AC1092-S02,Control Unit,Control Unit
AC1092-S03-C01,AC1092-S03,Flight Computer,Flight Computer
AC1092-S03-C02,AC1092-S03,Navigation Unit,Navigation Unit
AC1092-S03-C03,AC1092-S03,Communication Unit,Communication Unit
AC1092-S04-C01,AC1092-S04,Pump,Pump
AC1092-S04-C02,AC1092-S04,Filter,Filter
AC1092-S04-C03,AC1092-S04,Reservoir,Reservoir
AC1092-S04-C04,AC1092-S04,Actuator,Actuator
AC1093-S01-C01,AC1093-S01,Turbine,Turbine
AC1093-S01-C02,AC1093-S01,Compressor,Compressor
AC1093-S01-C03,AC1093-S01,Combustor,Combustor
AC1093-S01-C04,AC1093-S01,Nozzle,Nozzle
AC1093-S01-C05,AC1093-S01,Control Unit,Control Unit
AC1093-S02-C01,AC1093-S02,Turbine,Turbine
AC1093-S02-C02,AC1093-S02,Compressor,Compressor
AC1093-S02-C03,AC1093-S02,Combustor,Combustor
AC1093-S02-C04,AC1093-S02,Nozzle,Nozzle
AC1093-S02-C05,AC1093-S02,Control Unit,Control Unit
AC1093-S03-C01,AC1093-S03,Flight Computer,Flight Computer
AC1093-S03-C02,AC1093-S03,Navigation Unit,Navigation Unit
AC1093-S03-C03,AC1093-S03,Communication Unit,Communication Unit
AC1093-S04-C01,AC1093-S04,Pump,Pump
AC1093-S04-C02,AC1093-S04,Filter,Filter
AC1093-S04-C03,AC1093-S04,Reservoir,Reservoir
AC1093-S04-C04,AC1093-S04,Actuator,Actuator
AC1094-S01-C01,AC1094-S01,Turbine,Turbine
AC1094-S01-C02,AC1094-S01,Compressor,Compressor
AC1094-S01-C03,AC1094-S01,Combustor,Combustor
AC1094-S01-C04,AC1094-S01,Nozzle,Nozzle
AC1094-S01-C05,AC1094-S01,Control Unit,Control Unit
AC1094-S02-C01,AC1094-S02,Turbine,Turbine
AC1094-S02-C02,AC1094-S02,Compressor,Compressor
AC1094-S02-C03,AC1094-S02,Combustor,Combustor
AC1094-S02-C04,AC1094-S02,Nozzle,Nozzle
AC1094-S02-C05,AC1094-S02,Control Unit,Control Unit
AC1094-S03-C01,AC1094-S03,Flight Computer,Flight Computer
AC1094-S03-C02,AC1094-S03,Navigation Unit,Navigation Unit
AC1094-S03-C03,AC1094-S03,Communication Unit,Communication Unit
AC1094-S04-C01,AC1094-S04,Pump,Pump
AC1094-S04-C02,AC1094-S04,Filter,Filter
AC1094-S04-C03,AC1094-S04,Reservoir,Reservoir
AC1094-S04-C04,AC1094-S04,Actuator,Actuator
AC1095-S01-C01,AC1095-S01,Turbine,Turbine
AC1095-S01-C02,AC1095-S01,Compressor,Compressor
AC1095-S01-C03,AC1095-S01,Combustor,Combustor
AC1095-S01-C04,AC1095-S01,Nozzle,Nozzle
AC1095-S01-C05,AC1095-S01,Control Unit,Control Unit
AC1095-S02-C01,AC1095-S02,Turbine,Turbine
AC1095-S02-C02,AC1095-S02,Compressor,Compressor
AC1095-S02-C03,AC1095-S02,Combustor,Combustor
AC1095-S02-C04,AC1095-S02,Nozzle,Nozzle
AC1095-S02-C05,AC1095-S02,Control Unit,Control Unit
AC1095-S03-C01,AC1095-S03,Flight Computer,Flight Computer
AC1095-S03-C02,AC1095-S03,Navigation Unit,Navigation Unit
AC1095-S03-C03,AC1095-S03,Communication Unit,Communication Unit
AC1095-S04-C01,AC1095-S04,Pump,Pump
AC1095-S04-C02,AC1095-S04,Filter,Filter
AC1095-S04-C03,AC1095-S04,Reservoir,Reservoir
AC1095-S04-C04,AC1095-S04,Actuator,Actuator
AC1096-S01-C01,AC1096-S01,Turbine,Turbine
AC1096-S01-C02,AC1096-S01,Compressor,Compressor
AC1096-S01-C03,AC1096-S01,Combustor,Combustor
AC1096-S01-C04,AC1096-S01,Nozzle,Nozzle
AC1096-S01-C05,AC1096-S01,Control Unit,Control Unit
AC1096-S02-C01,AC1096-S02,Turbine,Turbine
AC1096-S02-C02,AC1096-S02,Compressor,Compressor
AC1096-S02-C03,AC1096-S02,Combustor,Combustor
AC1096-S02-C04,AC1096-S02,Nozzle,Nozzle
AC1096-S02-C05,AC1096-S02,Control Unit,Control Unit
AC1096-S03-C01,AC1096-S03,Flight Computer,Flight Computer
AC1096-S03-C02,AC1096-S03,Navigation Unit,Navigation Unit
AC1096-S03-C03,AC1096-S03,Communication Unit,Communication Unit
AC1096-S04-C01,AC1096-S04,Pump,Pump
AC1096-S04-C02,AC1096-S04,Filter,Filter
AC1096-S04-C03,AC1096-S04,Reservoir,Reservoir
AC1096-S04-C04,AC1096-S04,Actuator,Actuator
AC1097-S01-C01,AC1097-S01,Turbine,Turbine
AC1097-S01-C02,AC1097-S01,Compressor,Compressor
AC1097-S01-C03,AC1097-S01,Combustor,Combustor
AC1097-S01-C04,AC1097-S01,Nozzle,Nozzle
AC1097-S01-C05,AC1097-S01,Control Unit,Control Unit
AC1097-S02-C01,AC1097-S02,Turbine,Turbine
AC1097-S02-C02,AC1097-S02,Compressor,Compressor
AC1097-S02-C03,AC1097-S02,Combustor,Combustor
AC1097-S02-C04,AC1097-S02,Nozzle,Nozzle
AC1097-S02-C05,AC1097-S02,Control Unit,Control Unit
AC1097-S03-C01,AC1097-S03,Flight Computer,Flight Computer
AC1097-S03-C02,AC1097-S03,Navigation Unit,Navigation Unit
AC1097-S03-C03,AC1097-S03,Communication Unit,Communication Unit
AC1097-S04-C01,AC1097-S04,Pump,Pump
AC1097-S04-C02,AC1097-S04,Filter,Filter
AC1097-S04-C03,AC1097-S04,Reservoir,Reservoir
AC1097-S04-C04,AC1097-S04,Actuator,Actuator
AC1098-S01-C01,AC1098-S01,Turbine,Turbine
AC1098-S01-C02,AC1098-S01,Compressor,Compressor
AC1098-S01-C03,AC1098-S01,Combustor,Combustor
AC1098-S01-C04,AC1098-S01,Nozzle,Nozzle
AC1098-S01-C05,AC1098-S01,Control Unit,Control Unit
AC1098-S02-C01,AC1098-S02,Turbine,Turbine
AC1098-S02-C02,AC1098-S02,Compressor,Compressor
AC1098-S02-C03,AC1098-S02,Combustor,Combustor
AC1098-S02-C04,AC1098-S02,Nozzle,Nozzle
AC1098-S02-C05,AC1098-S02,Control Unit,Control Unit
AC1098-S03-C01,AC1098-S03,Flight Computer,Flight Computer
AC1098-S03-C02,AC1098-S03,Navigation Unit,Navigation Unit
AC1098-S03-C03,AC1098-S03,Communication Unit,Communication Unit
AC1098-S04-C01,AC1098-S04,Pump,Pump
AC1098-S04-C02,AC1098-S04,Filter,Filter
AC1098-S04-C03,AC1098-S04,Reservoir,Reservoir
AC1098-S04-C04,AC1098-S04,Actuator,Actuator
AC1099-S01-C01,AC1099-S01,Turbine,Turbine
AC1099-S01-C02,AC1099-S01,Compressor,Compressor
AC1099-S01-C03,AC1099-S01,Combustor,Combustor
AC1099-S01-C04,AC1099-S01,Nozzle,Nozzle
AC1099-S01-C05,AC1099-S01,Control Unit,Control Unit
AC1099-S02-C01,AC1099-S02,Turbine,Turbine
AC1099-S02-C02,AC1099-S02,Compressor,Compressor
AC1099-S02-C03,AC1099-S02,Combustor,Combustor
AC1099-S02-C04,AC1099-S02,Nozzle,Nozzle
AC1099-S02-C05,AC1099-S02,Control Unit,Control Unit
AC1099-S03-C01,AC1099-S03,Flight Computer,Flight Computer
AC1099-S03-C02,AC1099-S03,Navigation Unit,Navigation Unit
AC1099-S03-C03,AC1099-S03,Communication Unit,Communication Unit
AC1099-S04-C01,AC1099-S04,Pump,Pump
AC1099-S04-C02,AC1099-S04,Filter,Filter
AC1099-S04-C03,AC1099-S04,Reservoir,Reservoir
AC1099-S04-C04,AC1099-S04,Actuator,Actuator
AC1100-S01-C01,AC1100-S01,Turbine,Turbine
AC1100-S01-C02,AC1100-S01,Compressor,Compressor
AC1100-S01-C03,AC1100-S01,Combustor,Combustor
AC1100-S01-C04,AC1100-S01,Nozzle,Nozzle
AC1100-S01-C05,AC1100-S01,Control Unit,Control Unit
AC1100-S02-C01,AC1100-S02,Turbine,Turbine
AC1100-S02-C02,AC1100-S02,Compressor,Compressor
AC1100-S02-C03,AC1100-S02,Combustor,Combustor
AC1100-S02-C04,AC1100-S02,Nozzle,Nozzle
AC1100-S02-C05,AC1100-S02,Control Unit,Control Unit
AC1100-S03-C01,AC1100-S03,Flight Computer,Flight Computer
AC1100-S03-C02,AC1100-S03,Navigation Unit,Navigation Unit
AC1100-S03-C03,AC1100-S03,Communication Unit,Communication Unit
AC1100-S04-C01,AC1100-S04,Pump,Pump
AC1100-S04-C02,AC1100-S04,Filter,Filter
AC1100-S04-C03,AC1100-S04,Reservoir,Reservoir
AC1100-S04-C04,AC1100-S04,Actuator,Actuator
