:START_ID(Flight),:END_ID(Delay)
FL33488,DLY12397
FL33490,DLY12398
FL33491,DLY12399
FL33492,DLY12400
FL33495,DLY12401
FL33501,DLY12402
FL33502,DLY12403
FL33503,DLY12404
FL33505,DLY12405
FL33507,DLY12406
FL33509,DLY12407
FL33515,DLY12408
FL33517,DLY12409
FL33518,DLY12410
FL33519,DLY12411
FL33520,DLY12412
FL33521,DLY12413
FL33523,DLY12414
FL33524,DLY12415
FL33529,DLY12416
FL33531,DLY12417
FL33532,DLY12418
FL33544,DLY12419
FL33545,DLY12420
FL33548,DLY12421
FL33550,DLY12422
FL33553,DLY12423
FL33557,DLY12424
FL33560,DLY12425
FL33561,DLY12426
FL33572,DLY12427
FL33574,DLY12428
FL33578,DLY12429
FL33581,DLY12430
FL33590,DLY12431
FL33595,DLY12432
FL33601,DLY12433
FL33602,DLY12434
FL33606,DLY12435
FL33608,DLY12436
FL33617,DLY12437
FL33619,DLY12438
FL33620,DLY12439
FL33621,DLY12440
FL33622,DLY12441
FL33625,DLY12442
FL33628,DLY12443
FL33629,DLY12444
FL33634,DLY12445
FL33639,DLY12446
FL33651,DLY12447
FL33657,DLY12448
FL33659,DLY12449
FL33662,DLY12450
FL33663,DLY12451
FL33665,DLY12452
FL33667,DLY12453
FL33669,DLY12454
FL33671,DLY12455
FL33674,DLY12456
FL33680,DLY12457
FL33681,DLY12458
FL33682,DLY12459
FL33683,DLY12460
FL33692,DLY12461
FL33694,DLY12462
FL33696,DLY12463
FL33697,DLY12464
FL33699,DLY12465
FL33701,DLY12466
FL33706,DLY12467
FL33710,DLY12468
FL33712,DLY12469
FL33717,DLY12470
FL33718,DLY12471
FL33721,DLY12472
FL33722,DLY12473
FL33727,DLY12474
FL33729,DLY12475
FL33731,DLY12476
FL33732,DLY12477
FL33733,DLY12478
FL33734,DLY12479
FL33735,DLY12480
FL33736,DLY12481
FL33739,DLY12482
FL33742,DLY12483
FL33743,DLY12484
FL33748,DLY12485
FL33752,DLY12486
FL33753,DLY12487
FL33759,DLY12488
FL33764,DLY12489
FL33768,DLY12490
FL33770,DLY12491
FL33772,DLY12492
FL33773,DLY12493
FL33776,DLY12494
FL33778,DLY12495
FL33780,DLY12496
FL33782,DLY12497
FL33791,DLY12498
FL33797,DLY12499
FL33799,DLY12500
FL33801,DLY12501
FL33802,DLY12502
FL33805,DLY12503
FL33808,DLY12504
FL33809,DLY12505
FL33811,DLY12506
FL33816,DLY12507
FL33818,DLY12508
FL33824,DLY12509
FL33828,DLY12510
FL33829,DLY12511
FL33830,DLY12512
FL33831,DLY12513
FL33834,DLY12514
FL33837,DLY12515
FL33839,DLY12516
FL33840,DLY12517
FL33842,DLY12518
FL33845,DLY12519
FL33847,DLY12520
FL33848,DLY12521
FL33852,DLY12522
FL33856,DLY12523
FL33858,DLY12524
FL33863,DLY12525
FL33864,DLY12526
FL33865,DLY12527
FL33868,DLY12528
FL33869,DLY12529
FL33877,DLY12530
FL33878,DLY12531
FL33879,DLY12532
FL33886,DLY12533
FL33893,DLY12534
FL33899,DLY12535
FL33900,DLY12536
FL33902,DLY12537
FL33906,DLY12538
FL33907,DLY12539
FL33908,DLY12540
FL33910,DLY12541
FL33911,DLY12542
FL33915,DLY12543
FL33917,DLY12544
FL33918,DLY12545
FL33922,DLY12546
FL33925,DLY12547
FL33927,DLY12548
FL33928,DLY12549
FL33929,DLY12550
FL33938,DLY12551
FL33946,DLY12552
FL33947,DLY12553
FL33949,DLY12554
FL33950,DLY12555
FL33952,DLY12556
FL33955,DLY12557
FL33957,DLY12558
FL33960,DLY12559
FL33961,DLY12560
FL33965,DLY12561
FL33966,DLY12562
FL33968,DLY12563
FL33969,DLY12564
FL33972,DLY12565
FL33976,DLY12566
FL33977,DLY12567
FL33981,DLY12568
FL33987,DLY12569
FL33990,DLY12570
FL33993,DLY12571
FL33994,DLY12572
FL33995,DLY12573
FL33998,DLY12574
FL33999,DLY12575
FL34002,DLY12576
FL34008,DLY12577
FL34009,DLY12578
FL34017,DLY12579
FL34018,DLY12580
FL34020,DLY12581
FL34021,DLY12582
FL34022,DLY12583
FL34024,DLY12584
FL34028,DLY12585
FL34030,DLY12586
FL34032,DLY12587
FL34033,DLY12588
FL34034,DLY12589
FL34035,DLY12590
FL34043,DLY12591
FL34045,DLY12592
FL34048,DLY12593
FL34050,DLY12594
FL34051,DLY12595
FL34057,DLY12596
FL34058,DLY12597
FL34065,DLY12598
FL34068,DLY12599
FL34070,DLY12600
FL34071,DLY12601
FL34076,DLY12602
FL34083,DLY12603
FL34087,DLY12604
FL34090,DLY12605
FL34091,DLY12606
FL34093,DLY12607
FL34096,DLY12608
FL34097,DLY12609
FL34098,DLY12610
FL34101,DLY12611
FL34102,DLY12612
FL34103,DLY12613
FL34104,DLY12614
FL34106,DLY12615
FL34112,DLY12616
FL34114,DLY12617
FL34115,DLY12618
FL34116,DLY12619
FL34119,DLY12620
FL34124,DLY12621
FL34125,DLY12622
FL34127,DLY12623
FL34130,DLY12624
FL34131,DLY12625
FL34135,DLY12626
FL34136,DLY12627
FL34141,DLY12628
FL34143,DLY12629
FL34144,DLY12630
FL34145,DLY12631
FL34146,DLY12632
FL34148,DLY12633
FL34154,DLY12634
FL34157,DLY12635
FL34158,DLY12636
FL34161,DLY12637
FL34162,DLY12638
FL34166,DLY12639
FL34168,DLY12640
FL34170,DLY12641
FL34171,DLY12642
FL34172,DLY12643
FL34175,DLY12644
FL34181,DLY12645
FL34183,DLY12646
FL34184,DLY12647
FL34189,DLY12648
FL34192,DLY12649
FL34196,DLY12650
FL34198,DLY12651
FL34199,DLY12652
FL34202,DLY12653
FL34203,DLY12654
FL34211,DLY12655
FL34213,DLY12656
FL34215,DLY12657
FL34216,DLY12658
FL34218,DLY12659
FL34231,DLY12660
FL34233,DLY12661
FL34237,DLY12662
FL34238,DLY12663
FL34239,DLY12664
FL34240,DLY12665
FL34243,DLY12666
FL34248,DLY12667
FL34249,DLY12668
FL34251,DLY12669
FL34253,DLY12670
FL34255,DLY12671
FL34256,DLY12672
FL34257,DLY12673
FL34261,DLY12674
FL34267,DLY12675
FL34273,DLY12676
FL34277,DLY12677
FL34279,DLY12678
FL34281,DLY12679
FL34283,DLY12680
FL34285,DLY12681
FL34290,DLY12682
FL34295,DLY12683
FL34298,DLY12684
FL34300,DLY12685
FL34303,DLY12686
FL34305,DLY12687
FL34306,DLY12688
FL34307,DLY12689
FL34308,DLY12690
FL34310,DLY12691
FL34311,DLY12692
FL34313,DLY12693
FL34314,DLY12694
FL34315,DLY12695
FL34321,DLY12696
FL34324,DLY12697
FL34336,DLY12698
FL34343,DLY12699
FL34344,DLY12700
FL34346,DLY12701
FL34347,DLY12702
FL34349,DLY12703
FL34352,DLY12704
FL34353,DLY12705
FL34356,DLY12706
FL34360,DLY12707
FL34361,DLY12708
FL34362,DLY12709
FL34364,DLY12710
FL34365,DLY12711
FL34367,DLY12712
FL34370,DLY12713
FL34371,DLY12714
FL34376,DLY12715
FL34384,DLY12716
FL34386,DLY12717
FL34390,DLY12718
FL34393,DLY12719
FL34394,DLY12720
FL34396,DLY12721
FL34397,DLY12722
FL34399,DLY12723
FL34401,DLY12724
FL34403,DLY12725
FL34405,DLY12726
FL34410,DLY12727
FL34411,DLY12728
FL34412,DLY12729
FL34414,DLY12730
FL34415,DLY12731
FL34416,DLY12732
FL34423,DLY12733
FL34426,DLY12734
FL34427,DLY12735
FL34430,DLY12736
FL34431,DLY12737
FL34433,DLY12738
FL34437,DLY12739
FL34440,DLY12740
FL34441,DLY12741
FL34444,DLY12742
FL34445,DLY12743
FL34447,DLY12744
FL34448,DLY12745
FL34450,DLY12746
FL34453,DLY12747
FL34454,DLY12748
FL34461,DLY12749
FL34466,DLY12750
FL34471,DLY12751
FL34474,DLY12752
FL34478,DLY12753
FL34479,DLY12754
FL34481,DLY12755
FL34482,DLY12756
FL34483,DLY12757
FL34484,DLY12758
FL34485,DLY12759
FL34486,DLY12760
FL34489,DLY12761
FL34494,DLY12762
FL34496,DLY12763
FL34497,DLY12764
FL34501,DLY12765
FL34502,DLY12766
FL34503,DLY12767
FL34504,DLY12768
FL34507,DLY12769
FL34508,DLY12770
FL34510,DLY12771
FL34511,DLY12772
FL34512,DLY12773
FL34513,DLY12774
FL34518,DLY12775
FL34524,DLY12776
FL34525,DLY12777
FL34526,DLY12778
FL34529,DLY12779
FL34530,DLY12780
FL34533,DLY12781
FL34535,DLY12782
FL34536,DLY12783
FL34541,DLY12784
FL34544,DLY12785
FL34546,DLY12786
FL34548,DLY12787
FL34551,DLY12788
FL34552,DLY12789
FL34555,DLY12790
FL34559,DLY12791
FL34560,DLY12792
FL34561,DLY12793
FL34566,DLY12794
FL34569,DLY12795
FL34570,DLY12796
FL34571,DLY12797
FL34572,DLY12798
FL34576,DLY12799
FL34582,DLY12800
FL34583,DLY12801
FL34584,DLY12802
FL34585,DLY12803
FL34587,DLY12804
FL34588,DLY12805
FL34590,DLY12806
FL34593,DLY12807
FL34596,DLY12808
FL34597,DLY12809
FL34598,DLY12810
FL34599,DLY12811
FL34601,DLY12812
FL34602,DLY12813
FL34603,DLY12814
FL34604,DLY12815
FL34606,DLY12816
FL34609,DLY12817
FL34611,DLY12818
FL34612,DLY12819
FL34615,DLY12820
FL34616,DLY12821
FL34619,DLY12822
FL34620,DLY12823
FL34621,DLY12824
FL34622,DLY12825
FL34623,DLY12826
FL34627,DLY12827
FL34632,DLY12828
FL34635,DLY12829
FL34640,DLY12830
FL34641,DLY12831
FL34643,DLY12832
FL34645,DLY12833
FL34646,DLY12834
FL34648,DLY12835
FL34649,DLY12836
FL34652,DLY12837
FL34654,DLY12838
FL34655,DLY12839
FL34656,DLY12840
FL34658,DLY12841
FL34659,DLY12842
FL34662,DLY12843
FL34665,DLY12844
FL34666,DLY12845
FL34668,DLY12846
FL34671,DLY12847
FL34672,DLY12848
FL34673,DLY12849
FL34678,DLY12850
FL34680,DLY12851
FL34684,DLY12852
FL34686,DLY12853
FL34688,DLY12854
FL34690,DLY12855
FL34691,DLY12856
FL34694,DLY12857
FL34697,DLY12858
FL34701,DLY12859
FL34702,DLY12860
FL34703,DLY12861
FL34705,DLY12862
FL34707,DLY12863
FL34710,DLY12864
FL34712,DLY12865
FL34718,DLY12866
FL34719,DLY12867
FL34721,DLY12868
FL34723,DLY12869
FL34726,DLY12870
FL34737,DLY12871
FL34738,DLY12872
FL34740,DLY12873
FL34741,DLY12874
FL34746,DLY12875
FL34753,DLY12876
FL34756,DLY12877
FL34761,DLY12878
FL34762,DLY12879
FL34763,DLY12880
FL34764,DLY12881
FL34766,DLY12882
FL34769,DLY12883
FL34770,DLY12884
FL34771,DLY12885
FL34775,DLY12886
FL34778,DLY12887
FL34781,DLY12888
FL34788,DLY12889
FL34790,DLY12890
FL34791,DLY12891
FL34792,DLY12892
FL34796,DLY12893
FL34797,DLY12894
FL34800,DLY12895
FL34806,DLY12896
FL34807,DLY12897
FL34808,DLY12898
FL34810,DLY12899
FL34814,DLY12900
FL34817,DLY12901
FL34818,DLY12902
FL34819,DLY12903
FL34820,DLY12904
FL34823,DLY12905
FL34827,DLY12906
FL34829,DLY12907
FL34833,DLY12908
FL34834,DLY12909
FL34838,DLY12910
FL34842,DLY12911
FL34844,DLY12912
FL34846,DLY12913
FL34847,DLY12914
FL34848,DLY12915
FL34849,DLY12916
FL34853,DLY12917
FL34854,DLY12918
FL34856,DLY12919
FL34857,DLY12920
FL34860,DLY12921
FL34867,DLY12922
FL34868,DLY12923
FL34870,DLY12924
FL34871,DLY12925
FL34872,DLY12926
FL34875,DLY12927
FL34878,DLY12928
FL34880,DLY12929
FL34881,DLY12930
FL34887,DLY12931
FL34889,DLY12932
FL34891,DLY12933
FL34892,DLY12934
FL34895,DLY12935
FL34898,DLY12936
FL34899,DLY12937
FL34901,DLY12938
FL34903,DLY12939
FL34904,DLY12940
FL34906,DLY12941
FL34908,DLY12942
FL34909,DLY12943
FL34914,DLY12944
FL34915,DLY12945
FL34916,DLY12946
FL34917,DLY12947
FL34918,DLY12948
FL34919,DLY12949
FL34920,DLY12950
FL34922,DLY12951
FL34927,DLY12952
FL34929,DLY12953
FL34931,DLY12954
FL34934,DLY12955
FL34935,DLY12956
FL34947,DLY12957
FL34952,DLY12958
FL34955,DLY12959
FL34957,DLY12960
FL34959,DLY12961
FL34960,DLY12962
FL34961,DLY12963
FL34962,DLY12964
FL34966,DLY12965
FL34968,DLY12966
FL34970,DLY12967
FL34974,DLY12968
FL34975,DLY12969
FL34977,DLY12970
FL34981,DLY12971
FL34983,DLY12972
FL34987,DLY12973
FL34990,DLY12974
FL34993,DLY12975
FL34994,DLY12976
FL34995,DLY12977
FL34996,DLY12978
FL34999,DLY12979
FL35000,DLY12980
FL35006,DLY12981
FL35008,DLY12982
FL35009,DLY12983
FL35010,DLY12984
FL35017,DLY12985
FL35021,DLY12986
FL35022,DLY12987
FL35024,DLY12988
FL35025,DLY12989
FL35028,DLY12990
FL35032,DLY12991
FL35033,DLY12992
FL35035,DLY12993
FL35037,DLY12994
FL35038,DLY12995
FL35040,DLY12996
FL35041,DLY12997
FL35042,DLY12998
FL35046,DLY12999
FL35049,DLY13000
FL35050,DLY13001
FL35051,DLY13002
FL35054,DLY13003
FL35056,DLY13004
FL35057,DLY13005
FL35062,DLY13006
FL35063,DLY13007
FL35064,DLY13008
FL35065,DLY13009
FL35066,DLY13010
FL35067,DLY13011
FL35068,DLY13012
FL35069,DLY13013
FL35070,DLY13014
FL35071,DLY13015
FL35073,DLY13016
FL35082,DLY13017
FL35084,DLY13018
FL35086,DLY13019
FL35088,DLY13020
FL35090,DLY13021
FL35093,DLY13022
FL35095,DLY13023
FL35096,DLY13024
FL35099,DLY13025
FL35101,DLY13026
FL35102,DLY13027
FL35106,DLY13028
FL35107,DLY13029
FL35112,DLY13030
FL35114,DLY13031
FL35115,DLY13032
FL35117,DLY13033
FL35121,DLY13034
FL35123,DLY13035
FL35125,DLY13036
FL35126,DLY13037
FL35127,DLY13038
FL35131,DLY13039
FL35132,DLY13040
FL35135,DLY13041
FL35137,DLY13042
FL35141,DLY13043
FL35146,DLY13044
FL35148,DLY13045
FL35150,DLY13046
FL35155,DLY13047
FL35156,DLY13048
FL35157,DLY13049
FL35164,DLY13050
FL35166,DLY13051
FL35168,DLY13052
FL35174,DLY13053
FL35175,DLY13054
FL35178,DLY13055
FL35182,DLY13056
FL35184,DLY13057
FL35186,DLY13058
FL35187,DLY13059
FL35188,DLY13060
FL35190,DLY13061
FL35202,DLY13062
FL35205,DLY13063
FL35206,DLY13064
FL35214,DLY13065
FL35217,DLY13066
FL35223,DLY13067
FL35224,DLY13068
FL35233,DLY13069
FL35237,DLY13070
FL35238,DLY13071
FL35239,DLY13072
FL35243,DLY13073
FL35248,DLY13074
FL35250,DLY13075
FL35252,DLY13076
FL35253,DLY13077
FL35255,DLY13078
FL35264,DLY13079
FL35269,DLY13080
FL35284,DLY13081
FL35286,DLY13082
FL35293,DLY13083
FL35295,DLY13084
FL35299,DLY13085
FL35308,DLY13086
FL35313,DLY13087
FL35315,DLY13088
FL35316,DLY13089
FL35320,DLY13090
FL35322,DLY13091
FL35326,DLY13092
FL35331,DLY13093
FL35336,DLY13094
FL35341,DLY13095
FL35343,DLY13096
FL35372,DLY13097
FL35373,DLY13098
FL35380,DLY13099
FL35384,DLY13100
FL35387,DLY13101
FL35398,DLY13102
FL35400,DLY13103
FL35408,DLY13104
FL35412,DLY13105
FL35418,DLY13106
FL35419,DLY13107
FL35420,DLY13108
FL35426,DLY13109
FL35429,DLY13110
FL35430,DLY13111
FL35439,DLY13112
FL35445,DLY13113
FL35459,DLY13114
FL35465,DLY13115
FL35466,DLY13116
FL35467,DLY13117
FL35478,DLY13118
FL35482,DLY13119
FL35487,DLY13120
FL35497,DLY13121
FL35498,DLY13122
FL35502,DLY13123
FL35508,DLY13124
FL35512,DLY13125
FL35514,DLY13126
FL35522,DLY13127
FL35528,DLY13128
FL35529,DLY13129
FL35535,DLY13130
FL35538,DLY13131
FL35540,DLY13132
FL35543,DLY13133
FL35547,DLY13134
FL35548,DLY13135
FL35553,DLY13136
FL35556,DLY13137
FL35561,DLY13138
FL35565,DLY13139
FL35569,DLY13140
FL35585,DLY13141
FL35588,DLY13142
FL35589,DLY13143
FL35591,DLY13144
FL35592,DLY13145
FL35595,DLY13146
FL35603,DLY13147
FL35605,DLY13148
FL35609,DLY13149
FL35611,DLY13150
FL35617,DLY13151
FL35622,DLY13152
FL35623,DLY13153
FL35627,DLY13154
FL35634,DLY13155
FL35638,DLY13156
FL35643,DLY13157
FL35644,DLY13158
FL35649,DLY13159
FL35650,DLY13160
FL35652,DLY13161
FL35661,DLY13162
FL35662,DLY13163
FL35663,DLY13164
FL35669,DLY13165
FL35673,DLY13166
FL35678,DLY13167
FL35679,DLY13168
FL35682,DLY13169
FL35689,DLY13170
FL35690,DLY13171
FL35695,DLY13172
FL35700,DLY13173
FL35701,DLY13174
FL35705,DLY13175
FL35710,DLY13176
FL35720,DLY13177
FL35722,DLY13178
FL35727,DLY13179
FL35728,DLY13180
FL35730,DLY13181
FL35738,DLY13182
FL35743,DLY13183
FL35745,DLY13184
FL35747,DLY13185
FL35750,DLY13186
FL35753,DLY13187
FL35754,DLY13188
FL35762,DLY13189
FL35766,DLY13190
FL35769,DLY13191
FL35772,DLY13192
FL35787,DLY13193
FL35790,DLY13194
FL35798,DLY13195
FL35802,DLY13196
FL35804,DLY13197
FL35805,DLY13198
FL35809,DLY13199
FL35814,DLY13200
FL35820,DLY13201
FL35824,DLY13202
FL35825,DLY13203
FL35826,DLY13204
FL35832,DLY13205
FL35839,DLY13206
FL35845,DLY13207
FL35847,DLY13208
FL35852,DLY13209
FL35854,DLY13210
FL35859,DLY13211
FL35864,DLY13212
FL35865,DLY13213
FL35867,DLY13214
FL35868,DLY13215
FL35886,DLY13216
FL35890,DLY13217
FL35896,DLY13218
FL35897,DLY13219
FL35898,DLY13220
FL35899,DLY13221
FL35902,DLY13222
FL35911,DLY13223
FL35913,DLY13224
FL35926,DLY13225
FL35929,DLY13226
FL35937,DLY13227
FL35939,DLY13228
FL35947,DLY13229
FL35953,DLY13230
FL35959,DLY13231
FL35965,DLY13232
FL35978,DLY13233
FL35979,DLY13234
FL35980,DLY13235
FL35984,DLY13236
FL35985,DLY13237
FL35987,DLY13238
FL35988,DLY13239
FL35990,DLY13240
FL35997,DLY13241
FL35999,DLY13242
FL36001,DLY13243
FL36005,DLY13244
FL36006,DLY13245
FL36008,DLY13246
FL36011,DLY13247
FL36015,DLY13248
FL36016,DLY13249
FL36017,DLY13250
FL36018,DLY13251
FL36024,DLY13252
FL36025,DLY13253
FL36027,DLY13254
FL36028,DLY13255
FL36029,DLY13256
FL36030,DLY13257
FL36031,DLY13258
FL36032,DLY13259
FL36033,DLY13260
FL36034,DLY13261
FL36038,DLY13262
FL36042,DLY13263
FL36047,DLY13264
FL36048,DLY13265
FL36049,DLY13266
FL36051,DLY13267
FL36052,DLY13268
FL36053,DLY13269
FL36054,DLY13270
FL36056,DLY13271
FL36058,DLY13272
FL36059,DLY13273
FL36060,DLY13274
FL36061,DLY13275
FL36062,DLY13276
FL36065,DLY13277
FL36068,DLY13278
FL36070,DLY13279
FL36071,DLY13280
FL36072,DLY13281
FL36073,DLY13282
FL36077,DLY13283
FL36078,DLY13284
FL36080,DLY13285
FL36084,DLY13286
FL36087,DLY13287
FL36091,DLY13288
FL36098,DLY13289
FL36099,DLY13290
FL36101,DLY13291
FL36102,DLY13292
FL36103,DLY13293
FL36104,DLY13294
FL36105,DLY13295
FL36111,DLY13296
FL36112,DLY13297
FL36114,DLY13298
FL36115,DLY13299
FL36116,DLY13300
FL36120,DLY13301
FL36122,DLY13302
FL36123,DLY13303
FL36124,DLY13304
FL36130,DLY13305
FL36131,DLY13306
FL36134,DLY13307
FL36135,DLY13308
FL36137,DLY13309
FL36141,DLY13310
FL36142,DLY13311
FL36143,DLY13312
FL36144,DLY13313
FL36145,DLY13314
FL36146,DLY13315
FL36147,DLY13316
FL36149,DLY13317
FL36151,DLY13318
FL36152,DLY13319
FL36153,DLY13320
FL36154,DLY13321
FL36155,DLY13322
FL36156,DLY13323
FL36158,DLY13324
FL36160,DLY13325
FL36161,DLY13326
FL36163,DLY13327
FL36164,DLY13328
FL36165,DLY13329
FL36170,DLY13330
FL36171,DLY13331
FL36172,DLY13332
FL36174,DLY13333
FL36177,DLY13334
FL36179,DLY13335
FL36180,DLY13336
FL36181,DLY13337
FL36186,DLY13338
FL36187,DLY13339
FL36189,DLY13340
FL36191,DLY13341
FL36193,DLY13342
FL36194,DLY13343
FL36195,DLY13344
FL36196,DLY13345
FL36197,DLY13346
FL36198,DLY13347
FL36199,DLY13348
FL36200,DLY13349
FL36204,DLY13350
FL36210,DLY13351
FL36211,DLY13352
FL36212,DLY13353
FL36214,DLY13354
FL36215,DLY13355
FL36216,DLY13356
FL36218,DLY13357
FL36220,DLY13358
FL36223,DLY13359
FL36224,DLY13360
FL36227,DLY13361
FL36230,DLY13362
FL36231,DLY13363
FL36235,DLY13364
FL36236,DLY13365
FL36238,DLY13366
FL36240,DLY13367
FL36241,DLY13368
FL36242,DLY13369
FL36244,DLY13370
FL36248,DLY13371
FL36250,DLY13372
FL36253,DLY13373
FL36254,DLY13374
FL36255,DLY13375
FL36256,DLY13376
FL36259,DLY13377
FL36260,DLY13378
FL36262,DLY13379
FL36264,DLY13380
FL36265,DLY13381
FL36267,DLY13382
FL36268,DLY13383
FL36270,DLY13384
FL36274,DLY13385
FL36276,DLY13386
FL36277,DLY13387
FL36278,DLY13388
FL36279,DLY13389
FL36280,DLY13390
FL36281,DLY13391
FL36283,DLY13392
FL36284,DLY13393
FL36285,DLY13394
FL36286,DLY13395
FL36290,DLY13396
FL36293,DLY13397
FL36294,DLY13398
FL36296,DLY13399
FL36298,DLY13400
FL36299,DLY13401
FL36303,DLY13402
FL36305,DLY13403
FL36307,DLY13404
FL36310,DLY13405
FL36313,DLY13406
FL36316,DLY13407
FL36319,DLY13408
FL36321,DLY13409
FL36322,DLY13410
FL36323,DLY13411
FL36326,DLY13412
FL36330,DLY13413
FL36331,DLY13414
FL36332,DLY13415
FL36334,DLY13416
FL36335,DLY13417
FL36338,DLY13418
FL36339,DLY13419
FL36342,DLY13420
FL36343,DLY13421
FL36344,DLY13422
FL36348,DLY13423
FL36349,DLY13424
FL36350,DLY13425
FL36355,DLY13426
FL36356,DLY13427
FL36359,DLY13428
FL36361,DLY13429
FL36362,DLY13430
FL36365,DLY13431
FL36368,DLY13432
FL36369,DLY13433
FL36372,DLY13434
FL36376,DLY13435
FL36377,DLY13436
FL36380,DLY13437
FL36382,DLY13438
FL36385,DLY13439
FL36387,DLY13440
FL36389,DLY13441
FL36393,DLY13442
FL36394,DLY13443
FL36395,DLY13444
FL36396,DLY13445
FL36401,DLY13446
FL36402,DLY13447
FL36406,DLY13448
FL36408,DLY13449
FL36409,DLY13450
FL36410,DLY13451
FL36412,DLY13452
FL36413,DLY13453
FL36415,DLY13454
FL36416,DLY13455
FL36417,DLY13456
FL36420,DLY13457
FL36421,DLY13458
FL36423,DLY13459
FL36425,DLY13460
FL36428,DLY13461
FL36429,DLY13462
FL36431,DLY13463
FL36432,DLY13464
FL36436,DLY13465
FL36437,DLY13466
FL36442,DLY13467
FL36444,DLY13468
FL36445,DLY13469
FL36447,DLY13470
FL36448,DLY13471
FL36453,DLY13472
FL36456,DLY13473
FL36457,DLY13474
FL36459,DLY13475
FL36462,DLY13476
FL36463,DLY13477
FL36465,DLY13478
FL36466,DLY13479
FL36467,DLY13480
FL36468,DLY13481
FL36469,DLY13482
FL36470,DLY13483
FL36473,DLY13484
FL36474,DLY13485
FL36475,DLY13486
FL36476,DLY13487
FL36481,DLY13488
FL36483,DLY13489
FL36487,DLY13490
FL36488,DLY13491
FL36490,DLY13492
FL36494,DLY13493
FL36495,DLY13494
FL36496,DLY13495
FL36498,DLY13496
FL36502,DLY13497
FL36511,DLY13498
FL36512,DLY13499
FL36518,DLY13500
FL36520,DLY13501
FL36521,DLY13502
FL36522,DLY13503
FL36523,DLY13504
FL36526,DLY13505
FL36527,DLY13506
FL36528,DLY13507
FL36529,DLY13508
FL36531,DLY13509
FL36532,DLY13510
FL36534,DLY13511
FL36535,DLY13512
FL36539,DLY13513
FL36540,DLY13514
FL36541,DLY13515
FL36542,DLY13516
FL36544,DLY13517
FL36545,DLY13518
FL36546,DLY13519
FL36547,DLY13520
FL36548,DLY13521
FL36549,DLY13522
FL36551,DLY13523
FL36553,DLY13524
FL36554,DLY13525
FL36555,DLY13526
FL36556,DLY13527
FL36557,DLY13528
FL36559,DLY13529
FL36560,DLY13530
FL36562,DLY13531
FL36563,DLY13532
FL36564,DLY13533
FL36566,DLY13534
FL36567,DLY13535
FL36571,DLY13536
FL36572,DLY13537
FL36574,DLY13538
FL36575,DLY13539
FL36576,DLY13540
FL36579,DLY13541
FL36580,DLY13542
FL36583,DLY13543
FL36585,DLY13544
FL36586,DLY13545
FL36587,DLY13546
FL36589,DLY13547
FL36590,DLY13548
FL36594,DLY13549
FL36596,DLY13550
FL36597,DLY13551
FL36600,DLY13552
FL36602,DLY13553
FL36605,DLY13554
FL36606,DLY13555
FL36608,DLY13556
FL36609,DLY13557
FL36613,DLY13558
FL36614,DLY13559
FL36615,DLY13560
FL36616,DLY13561
FL36617,DLY13562
FL36620,DLY13563
FL36621,DLY13564
FL36622,DLY13565
FL36623,DLY13566
FL36624,DLY13567
FL36627,DLY13568
FL36629,DLY13569
FL36630,DLY13570
FL36633,DLY13571
FL36635,DLY13572
FL36636,DLY13573
FL36637,DLY13574
FL36638,DLY13575
FL36639,DLY13576
FL36641,DLY13577
FL36645,DLY13578
FL36646,DLY13579
FL36647,DLY13580
FL36648,DLY13581
FL36651,DLY13582
FL36653,DLY13583
FL36655,DLY13584
FL36661,DLY13585
FL36662,DLY13586
FL36665,DLY13587
FL36669,DLY13588
FL36673,DLY13589
FL36674,DLY13590
FL36677,DLY13591
FL36678,DLY13592
FL36679,DLY13593
FL36681,DLY13594
FL36683,DLY13595
FL36685,DLY13596
FL36689,DLY13597
FL36690,DLY13598
FL36694,DLY13599
FL36697,DLY13600
FL36698,DLY13601
FL36699,DLY13602
FL36703,DLY13603
FL36704,DLY13604
FL36707,DLY13605
FL36709,DLY13606
FL36712,DLY13607
FL36717,DLY13608
FL36719,DLY13609
FL36721,DLY13610
FL36722,DLY13611
FL36723,DLY13612
FL36724,DLY13613
FL36726,DLY13614
FL36727,DLY13615
FL36729,DLY13616
FL36731,DLY13617
FL36733,DLY13618
FL36734,DLY13619
FL36735,DLY13620
FL36736,DLY13621
FL36737,DLY13622
FL36738,DLY13623
FL36739,DLY13624
FL36741,DLY13625
FL36744,DLY13626
FL36751,DLY13627
FL36754,DLY13628
FL36755,DLY13629
FL36756,DLY13630
FL36758,DLY13631
FL36760,DLY13632
FL36766,DLY13633
FL36772,DLY13634
FL36773,DLY13635
FL36774,DLY13636
FL36776,DLY13637
FL36778,DLY13638
FL36780,DLY13639
FL36781,DLY13640
FL36782,DLY13641
FL36783,DLY13642
FL36786,DLY13643
FL36787,DLY13644
FL36789,DLY13645
FL36790,DLY13646
FL36791,DLY13647
FL36792,DLY13648
FL36795,DLY13649
FL36796,DLY13650
FL36798,DLY13651
FL36800,DLY13652
FL36801,DLY13653
FL36803,DLY13654
FL36804,DLY13655
FL36805,DLY13656
FL36811,DLY13657
FL36814,DLY13658
FL36817,DLY13659
FL36820,DLY13660
FL36821,DLY13661
FL36822,DLY13662
FL36823,DLY13663
FL36826,DLY13664
FL36828,DLY13665
FL36830,DLY13666
