:ID(Flight),flight_number,aircraft_id,operator,origin,destination,scheduled_departure,scheduled_arrival
FL38447,NO256,AC1096,NorthernJet,ATL,LAX,2024-07-09T06:31:08,2024-07-09T11:21:03
FL38448,NO348,AC1096,NorthernJet,LAX,DFW,2024-07-09T12:41:03,2024-07-09T14:53:01
FL38449,NO659,AC1096,NorthernJet,DFW,SMF,2024-07-09T16:03:01,2024-07-09T17:54:42
FL38450,NO319,AC1096,NorthernJet,SMF,DCA,2024-07-09T19:03:42,2024-07-09T22:57:27
FL38451,NO411,AC1096,NorthernJet,DCA,IAH,2024-07-10T00:12:27,2024-07-10T01:57:03
FL38452,NO320,AC1096,NorthernJet,IAH,DFW,2024-07-10T08:28:07,2024-07-10T11:40:28
FL38453,NO285,AC1096,NorthernJet,DFW,PDX,2024-07-10T12:44:28,2024-07-10T17:22:25
FL38454,NO658,AC1096,NorthernJet,PDX,LAS,2024-07-10T18:47:25,2024-07-10T20:57:47
FL38455,NO855,AC1096,NorthernJet,LAS,SFO,2024-07-10T22:23:47,2024-07-11T01:03:49
FL38456,NO841,AC1096,NorthernJet,SFO,CLT,2024-07-11T06:27:05,2024-07-11T11:50:10
FL38457,NO605,AC1096,NorthernJet,CLT,JFK,2024-07-11T12:41:10,2024-07-11T13:42:27
FL38458,NO703,AC1096,NorthernJet,JFK,DFW,2024-07-11T14:47:27,2024-07-11T17:24:58
FL38459,NO268,AC1096,NorthernJet,DFW,ABQ,2024-07-12T08:42:33,2024-07-12T12:24:42
FL38460,NO158,AC1096,NorthernJet,ABQ,PHX,2024-07-12T13:22:42,2024-07-12T16:54:11
FL38461,NO261,AC1096,NorthernJet,PHX,SEA,2024-07-12T18:02:11,2024-07-12T22:08:21
FL38462,NO719,AC1096,NorthernJet,SEA,BOS,2024-07-12T23:09:21,2024-07-13T02:59:14
FL38463,NO240,AC1096,NorthernJet,BOS,TPA,2024-07-13T07:04:52,2024-07-13T11:41:45
FL38464,NO865,AC1096,NorthernJet,TPA,CLT,2024-07-13T12:47:45,2024-07-13T17:03:15
FL38465,NO617,AC1096,NorthernJet,CLT,ATL,2024-07-13T18:17:15,2024-07-13T19:32:11
FL38466,NO931,AC1096,NorthernJet,ATL,ORD,2024-07-13T20:36:11,2024-07-13T23:40:22
FL38467,NO347,AC1096,NorthernJet,ORD,DEN,2024-07-14T00:39:22,2024-07-14T01:43:54
FL38468,NO880,AC1096,NorthernJet,DEN,LAX,2024-07-14T02:48:54,2024-07-14T05:16:29
FL38469,NO289,AC1096,NorthernJet,LAX,MSY,2024-07-14T08:26:52,2024-07-14T13:33:19
FL38470,NO372,AC1096,NorthernJet,MSY,ATL,2024-07-14T14:42:19,2024-07-14T15:59:27
FL38471,NO786,AC1096,NorthernJet,ATL,DCA,2024-07-14T17:01:27,2024-07-14T20:34:29
FL38472,NO630,AC1096,NorthernJet,DCA,ORD,2024-07-14T21:52:29,2024-07-15T00:17:44
FL38473,NO633,AC1096,NorthernJet,ORD,LAX,2024-07-15T08:34:23,2024-07-15T10:45:15
FL38474,NO612,AC1096,NorthernJet,LAX,BOS,2024-07-15T12:02:15,2024-07-15T16:51:06
FL38475,NO564,AC1096,NorthernJet,BOS,ORD,2024-07-15T17:48:06,2024-07-15T21:15:25
FL38476,NO532,AC1096,NorthernJet,ORD,SFO,2024-07-15T22:39:25,2024-07-16T00:23:18
FL38477,NO529,AC1096,NorthernJet,SFO,PIT,2024-07-16T01:45:18,2024-07-16T04:05:54
FL38478,NO792,AC1096,NorthernJet,PIT,LAX,2024-07-16T06:24:36,2024-07-16T10:59:17
FL38479,NO130,AC1096,NorthernJet,LAX,ATL,2024-07-16T11:55:17,2024-07-16T16:36:14
FL38480,NO596,AC1096,NorthernJet,ATL,SEA,2024-07-16T17:54:14,2024-07-16T22:26:43
FL38481,NO311,AC1096,NorthernJet,SEA,LAX,2024-07-16T23:36:43,2024-07-17T01:25:34
FL38482,NO365,AC1096,NorthernJet,LAX,SFO,2024-07-17T06:51:46,2024-07-17T11:08:24
FL38483,NO362,AC1096,NorthernJet,SFO,SEA,2024-07-17T11:56:24,2024-07-17T16:47:54
FL38484,NO446,AC1096,NorthernJet,SEA,DFW,2024-07-17T17:49:54,2024-07-17T20:40:55
FL38485,NO982,AC1096,NorthernJet,DFW,SAN,2024-07-18T08:19:50,2024-07-18T13:21:02
FL38486,NO375,AC1096,NorthernJet,SAN,PIT,2024-07-18T14:07:02,2024-07-18T16:03:08
FL38487,NO748,AC1096,NorthernJet,PIT,JAX,2024-07-18T16:50:08,2024-07-18T21:56:54
FL38488,NO699,AC1096,NorthernJet,JAX,JFK,2024-07-18T22:41:54,2024-07-19T00:03:09
FL38489,NO929,AC1096,NorthernJet,JFK,MKE,2024-07-19T06:21:50,2024-07-19T07:23:25
FL38490,NO487,AC1096,NorthernJet,MKE,LAX,2024-07-19T08:32:25,2024-07-19T11:35:44
FL38491,NO883,AC1096,NorthernJet,LAX,ATL,2024-07-19T12:38:44,2024-07-19T15:11:31
FL38492,NO618,AC1096,NorthernJet,ATL,SAN,2024-07-20T06:56:21,2024-07-20T11:08:44
FL38493,NO951,AC1096,NorthernJet,SAN,SLC,2024-07-20T12:00:44,2024-07-20T13:34:29
FL38494,NO955,AC1096,NorthernJet,SLC,MIA,2024-07-20T14:27:29,2024-07-20T15:47:08
FL38495,NO987,AC1096,NorthernJet,MIA,STL,2024-07-20T16:35:08,2024-07-20T21:18:32
FL38496,NO113,AC1096,NorthernJet,STL,BNA,2024-07-21T07:27:51,2024-07-21T09:22:53
FL38497,NO560,AC1096,NorthernJet,BNA,DEN,2024-07-21T10:18:53,2024-07-21T13:46:26
FL38498,NO638,AC1096,NorthernJet,DEN,SEA,2024-07-21T14:49:26,2024-07-21T18:10:01
FL38499,NO704,AC1096,NorthernJet,SEA,JAX,2024-07-22T06:30:03,2024-07-22T11:28:23
FL38500,NO662,AC1096,NorthernJet,JAX,MIA,2024-07-22T12:42:23,2024-07-22T18:10:57
FL38501,NO881,AC1096,NorthernJet,MIA,JAX,2024-07-22T19:40:57,2024-07-22T21:40:13
FL38502,NO759,AC1096,NorthernJet,JAX,IND,2024-07-22T22:52:13,2024-07-23T01:50:38
FL38503,NO736,AC1096,NorthernJet,IND,BOS,2024-07-23T08:05:41,2024-07-23T12:01:22
FL38504,NO485,AC1096,NorthernJet,BOS,ORD,2024-07-23T13:24:22,2024-07-23T17:30:28
FL38505,NO807,AC1096,NorthernJet,ORD,DFW,2024-07-23T18:24:28,2024-07-23T23:51:04
FL38506,NO167,AC1096,NorthernJet,DFW,MEM,2024-07-24T01:18:04,2024-07-24T04:38:08
FL38507,NO750,AC1096,NorthernJet,MEM,SJC,2024-07-24T06:40:56,2024-07-24T10:45:21
FL38508,NO321,AC1096,NorthernJet,SJC,JFK,2024-07-24T11:37:21,2024-07-24T16:24:28
FL38509,NO763,AC1096,NorthernJet,JFK,DEN,2024-07-24T17:21:28,2024-07-24T18:56:42
FL38510,NO390,AC1096,NorthernJet,DEN,HNL,2024-07-24T19:59:42,2024-07-24T23:51:09
FL38511,NO168,AC1096,NorthernJet,HNL,DEN,2024-07-25T06:17:24,2024-07-25T09:53:54
FL38512,NO234,AC1096,NorthernJet,DEN,TPA,2024-07-25T11:10:54,2024-07-25T14:14:05
FL38513,NO418,AC1096,NorthernJet,TPA,MIA,2024-07-25T15:20:05,2024-07-25T20:27:25
FL38514,NO896,AC1096,NorthernJet,MIA,PIT,2024-07-25T21:30:25,2024-07-26T02:20:27
FL38515,NO943,AC1096,NorthernJet,PIT,MSY,2024-07-26T03:49:27,2024-07-26T05:25:50
FL38516,NO568,AC1096,NorthernJet,MSY,ORD,2024-07-26T06:25:50,2024-07-26T07:35:42
FL38517,NO102,AC1096,NorthernJet,ORD,JFK,2024-07-26T08:35:18,2024-07-26T10:24:25
FL38518,NO396,AC1096,NorthernJet,JFK,SJC,2024-07-26T11:25:25,2024-07-26T16:53:01
FL38519,NO324,AC1096,NorthernJet,SJC,MCI,2024-07-26T18:10:01,2024-07-26T21:41:33
FL38520,NO767,AC1096,NorthernJet,MCI,SEA,2024-07-27T07:11:34,2024-07-27T11:30:09
FL38521,NO152,AC1096,NorthernJet,SEA,MIA,2024-07-27T12:32:09,2024-07-27T13:51:59
FL38522,NO367,AC1096,NorthernJet,MIA,JFK,2024-07-27T14:57:59,2024-07-27T20:03:31
FL38523,NO204,AC1096,NorthernJet,JFK,ORD,2024-07-28T06:47:58,2024-07-28T11:56:56
FL38524,NO399,AC1096,NorthernJet,ORD,JFK,2024-07-28T13:05:56,2024-07-28T15:56:43
FL38525,NO565,AC1096,NorthernJet,JFK,ORD,2024-07-28T17:07:43,2024-07-28T20:21:27
FL38526,NO540,AC1096,NorthernJet,ORD,PHX,2024-07-28T21:30:27,2024-07-29T00:26:27
FL38527,NO522,AC1096,NorthernJet,PHX,DFW,2024-07-29T07:03:06,2024-07-29T08:20:20
FL38528,NO267,AC1096,NorthernJet,DFW,AUS,2024-07-29T09:08:20,2024-07-29T11:06:28
FL38529,NO275,AC1096,NorthernJet,AUS,JFK,2024-07-29T12:21:28,2024-07-29T15:15:23
FL38530,NO720,AC1096,NorthernJet,JFK,SLC,2024-07-29T16:07:23,2024-07-29T20:41:26
FL38531,NO436,AC1096,NorthernJet,SLC,ORD,2024-07-30T07:26:46,2024-07-30T11:05:20
FL38532,NO418,AC1096,NorthernJet,ORD,BOS,2024-07-30T12:33:20,2024-07-30T16:46:21
FL38533,NO286,AC1096,NorthernJet,BOS,MCI,2024-07-30T17:33:21,2024-07-30T22:47:49
FL38534,NO348,AC1096,NorthernJet,MCI,MEM,2024-07-31T00:12:49,2024-07-31T01:33:34
FL38535,NO384,AC1096,NorthernJet,MEM,ORD,2024-07-31T02:54:34,2024-07-31T05:17:44
FL38536,NO580,AC1096,NorthernJet,ORD,CLT,2024-07-31T06:12:44,2024-07-31T11:37:06
FL38537,NO911,AC1096,NorthernJet,CLT,ATL,2024-07-31T07:56:59,2024-07-31T12:55:00
FL38538,NO738,AC1096,NorthernJet,ATL,MKE,2024-07-31T14:03:00,2024-07-31T17:41:58
FL38539,NO634,AC1096,NorthernJet,MKE,SLC,2024-07-31T19:10:58,2024-07-31T23:49:10
FL38540,NO908,AC1096,NorthernJet,SLC,ATL,2024-08-01T01:15:10,2024-08-01T03:50:48
FL38541,NO469,AC1096,NorthernJet,ATL,MIA,2024-08-01T05:12:48,2024-08-01T06:46:31
FL38542,NO450,AC1096,NorthernJet,MIA,AUS,2024-08-01T08:31:16,2024-08-01T11:28:35
FL38543,NO484,AC1096,NorthernJet,AUS,DFW,2024-08-01T12:23:35,2024-08-01T14:42:03
FL38544,NO323,AC1096,NorthernJet,DFW,JFK,2024-08-01T16:05:03,2024-08-01T20:27:51
FL38545,NO889,AC1096,NorthernJet,JFK,SMF,2024-08-01T21:31:51,2024-08-02T01:14:34
FL38546,NO487,AC1096,NorthernJet,SMF,LAX,2024-08-02T02:06:34,2024-08-02T06:33:01
FL38547,NO488,AC1096,NorthernJet,LAX,HNL,2024-08-02T07:36:01,2024-08-02T11:04:48
FL38548,NO640,AC1096,NorthernJet,HNL,SLC,2024-08-02T08:10:24,2024-08-02T09:22:42
FL38549,NO846,AC1096,NorthernJet,SLC,ORD,2024-08-02T10:48:42,2024-08-02T12:50:01
FL38550,NO657,AC1096,NorthernJet,ORD,ATL,2024-08-02T13:51:01,2024-08-02T18:39:55
FL38551,NO109,AC1096,NorthernJet,ATL,MCI,2024-08-02T19:45:55,2024-08-03T01:06:59
FL38552,NO410,AC1096,NorthernJet,MCI,CLE,2024-08-03T02:09:59,2024-08-03T05:08:52
FL38553,NO607,AC1096,NorthernJet,CLE,SFO,2024-08-03T07:50:26,2024-08-03T12:33:52
FL38554,NO518,AC1096,NorthernJet,SFO,SEA,2024-08-03T13:56:52,2024-08-03T16:03:17
FL38555,NO387,AC1096,NorthernJet,SEA,PDX,2024-08-03T16:49:17,2024-08-03T20:13:23
FL38556,NO498,AC1096,NorthernJet,PDX,JFK,2024-08-03T21:22:23,2024-08-04T01:34:36
FL38557,NO468,AC1096,NorthernJet,JFK,LAX,2024-08-04T02:48:36,2024-08-04T05:13:29
FL38558,NO898,AC1096,NorthernJet,LAX,ABQ,2024-08-04T06:41:29,2024-08-04T07:57:18
FL38559,NO419,AC1096,NorthernJet,ABQ,SEA,2024-08-04T06:53:39,2024-08-04T08:41:09
FL38560,NO285,AC1096,NorthernJet,SEA,TPA,2024-08-04T09:52:09,2024-08-04T11:58:05
FL38561,NO179,AC1096,NorthernJet,TPA,JFK,2024-08-04T13:14:05,2024-08-04T14:59:31
FL38562,NO739,AC1096,NorthernJet,JFK,LAX,2024-08-04T16:26:31,2024-08-04T18:13:50
FL38563,NO883,AC1096,NorthernJet,LAX,MIA,2024-08-04T19:41:50,2024-08-04T22:05:22
FL38564,NO273,AC1096,NorthernJet,MIA,SFO,2024-08-05T07:31:17,2024-08-05T08:47:10
FL38565,NO817,AC1096,NorthernJet,SFO,MIA,2024-08-05T09:58:10,2024-08-05T11:19:07
FL38566,NO947,AC1096,NorthernJet,MIA,SEA,2024-08-05T12:46:07,2024-08-05T18:10:20
FL38567,NO270,AC1096,NorthernJet,SEA,IAD,2024-08-05T19:12:20,2024-08-05T21:25:48
FL38568,NO636,AC1096,NorthernJet,IAD,BWI,2024-08-06T07:01:40,2024-08-06T10:48:19
FL38569,NO368,AC1096,NorthernJet,BWI,SFO,2024-08-06T12:16:19,2024-08-06T16:15:03
FL38570,NO973,AC1096,NorthernJet,SFO,MKE,2024-08-06T17:26:03,2024-08-06T22:44:30
FL38571,NO523,AC1096,NorthernJet,MKE,AUS,2024-08-06T23:40:30,2024-08-07T02:45:33
FL38572,NO555,AC1096,NorthernJet,AUS,DFW,2024-08-07T04:01:33,2024-08-07T07:42:05
FL38573,NO155,AC1096,NorthernJet,DFW,AUS,2024-08-07T07:28:29,2024-08-07T09:58:17
FL38574,NO137,AC1096,NorthernJet,AUS,MIA,2024-08-07T11:03:17,2024-08-07T14:09:57
FL38575,NO857,AC1096,NorthernJet,MIA,LAX,2024-08-07T15:09:57,2024-08-07T17:12:00
FL38576,NO616,AC1096,NorthernJet,LAX,SLC,2024-08-07T18:37:00,2024-08-07T22:20:49
FL38577,NO657,AC1096,NorthernJet,SLC,ATL,2024-08-07T23:37:49,2024-08-08T01:01:01
FL38578,NO744,AC1096,NorthernJet,ATL,SEA,2024-08-08T06:06:40,2024-08-08T10:53:23
FL38579,NO456,AC1096,NorthernJet,SEA,ATL,2024-08-08T11:48:23,2024-08-08T17:13:04
FL38580,NO883,AC1096,NorthernJet,ATL,DTW,2024-08-08T18:38:04,2024-08-08T21:45:45
FL38581,NO887,AC1096,NorthernJet,DTW,PIT,2024-08-08T22:46:45,2024-08-09T02:26:54
FL38582,NO843,AC1096,NorthernJet,PIT,ORD,2024-08-09T03:50:54,2024-08-09T07:16:24
FL38583,NO594,AC1096,NorthernJet,ORD,BOS,2024-08-09T08:04:24,2024-08-09T10:27:24
FL38584,NO695,AC1096,NorthernJet,BOS,SFO,2024-08-09T06:24:55,2024-08-09T11:02:41
FL38585,NO319,AC1096,NorthernJet,SFO,ORD,2024-08-09T12:14:41,2024-08-09T14:06:10
FL38586,NO428,AC1096,NorthernJet,ORD,SEA,2024-08-09T15:16:10,2024-08-09T18:54:40
FL38587,NO999,AC1096,NorthernJet,SEA,MCI,2024-08-10T07:30:55,2024-08-10T10:12:28
FL38588,NO831,AC1096,NorthernJet,MCI,DFW,2024-08-10T11:11:28,2024-08-10T16:14:52
FL38589,NO482,AC1096,NorthernJet,DFW,JFK,2024-08-10T17:30:52,2024-08-10T19:10:23
FL38590,NO799,AC1096,NorthernJet,JFK,ATL,2024-08-10T20:31:23,2024-08-11T01:27:07
FL38591,NO931,AC1096,NorthernJet,ATL,LAX,2024-08-11T02:14:07,2024-08-11T04:41:29
FL38592,NO888,AC1096,NorthernJet,LAX,BOS,2024-08-11T06:14:21,2024-08-11T09:36:48
FL38593,NO519,AC1096,NorthernJet,BOS,MSP,2024-08-11T10:41:48,2024-08-11T15:16:23
FL38594,NO474,AC1096,NorthernJet,MSP,STL,2024-08-11T16:02:23,2024-08-11T21:02:45
FL38595,NO180,AC1096,NorthernJet,STL,ORD,2024-08-11T22:23:45,2024-08-12T02:23:56
FL38596,NO596,AC1096,NorthernJet,ORD,BOS,2024-08-12T08:29:14,2024-08-12T13:15:23
FL38597,NO677,AC1096,NorthernJet,BOS,SJC,2024-08-12T14:11:23,2024-08-12T15:38:45
FL38598,NO461,AC1096,NorthernJet,SJC,DFW,2024-08-12T16:36:45,2024-08-12T17:47:20
FL38599,NO859,AC1096,NorthernJet,DFW,SAN,2024-08-12T18:33:20,2024-08-12T20:08:20
FL38600,NO829,AC1096,NorthernJet,SAN,ORD,2024-08-13T06:31:14,2024-08-13T08:28:29
FL38601,NO297,AC1096,NorthernJet,ORD,DFW,2024-08-13T09:56:29,2024-08-13T12:40:54
FL38602,NO122,AC1096,NorthernJet,DFW,MIA,2024-08-13T13:27:54,2024-08-13T16:34:29
FL38603,NO250,AC1096,NorthernJet,MIA,DFW,2024-08-13T18:02:29,2024-08-13T20:03:02
FL38604,NO683,AC1096,NorthernJet,DFW,ORD,2024-08-13T20:56:02,2024-08-13T22:56:27
FL38605,NO889,AC1096,NorthernJet,ORD,RDU,2024-08-14T00:06:27,2024-08-14T01:53:41
FL38606,NO865,AC1096,NorthernJet,RDU,PIT,2024-08-14T08:40:19,2024-08-14T11:15:57
FL38607,NO802,AC1096,NorthernJet,PIT,SFO,2024-08-14T12:00:57,2024-08-14T16:12:10
FL38608,NO602,AC1096,NorthernJet,SFO,DFW,2024-08-14T17:11:10,2024-08-14T21:54:58
FL38609,NO557,AC1096,NorthernJet,DFW,SFO,2024-08-15T07:50:47,2024-08-15T09:25:25
FL38610,NO835,AC1096,NorthernJet,SFO,HNL,2024-08-15T10:35:25,2024-08-15T11:46:01
FL38611,NO816,AC1096,NorthernJet,HNL,ATL,2024-08-15T12:57:01,2024-08-15T17:05:33
FL38612,NO365,AC1096,NorthernJet,ATL,SFO,2024-08-15T18:22:33,2024-08-15T19:34:36
FL38613,NO209,AC1096,NorthernJet,SFO,MKE,2024-08-16T07:05:26,2024-08-16T08:46:31
FL38614,NO558,AC1096,NorthernJet,MKE,RDU,2024-08-16T09:35:31,2024-08-16T12:00:12
FL38615,NO782,AC1096,NorthernJet,RDU,MIA,2024-08-16T12:58:12,2024-08-16T16:21:27
FL38616,NO737,AC1096,NorthernJet,MIA,ORD,2024-08-16T17:07:27,2024-08-16T21:31:14
FL38617,NO226,AC1096,NorthernJet,ORD,MSY,2024-08-16T22:47:14,2024-08-17T01:05:00
FL38618,NO803,AC1096,NorthernJet,MSY,SEA,2024-08-17T02:31:00,2024-08-17T04:11:37
FL38619,NO485,AC1096,NorthernJet,SEA,MKE,2024-08-17T07:26:33,2024-08-17T10:27:48
FL38620,NO858,AC1096,NorthernJet,MKE,BNA,2024-08-17T11:22:48,2024-08-17T13:51:29
FL38621,NO591,AC1096,NorthernJet,BNA,BOS,2024-08-17T15:18:29,2024-08-17T20:18:38
FL38622,NO288,AC1096,NorthernJet,BOS,PHX,2024-08-17T21:21:38,2024-08-18T00:30:05
FL38623,NO243,AC1096,NorthernJet,PHX,LAX,2024-08-18T06:04:00,2024-08-18T10:38:37
FL38624,NO631,AC1096,NorthernJet,LAX,STL,2024-08-18T11:56:37,2024-08-18T15:56:36
FL38625,NO230,AC1096,NorthernJet,STL,DFW,2024-08-18T17:18:36,2024-08-18T20:56:35
FL38626,NO276,AC1096,NorthernJet,DFW,ABQ,2024-08-19T08:31:54,2024-08-19T13:36:24
FL38627,NO234,AC1096,NorthernJet,ABQ,MCI,2024-08-19T15:06:24,2024-08-19T18:44:26
FL38628,NO745,AC1096,NorthernJet,MCI,SFO,2024-08-19T20:13:26,2024-08-19T21:24:54
FL38629,NO953,AC1096,NorthernJet,SFO,ORD,2024-08-19T22:42:54,2024-08-20T01:48:55
FL38630,NO382,AC1096,NorthernJet,ORD,JFK,2024-08-20T02:58:55,2024-08-20T04:08:06
FL38631,NO661,AC1096,NorthernJet,JFK,DFW,2024-08-20T05:38:06,2024-08-20T07:27:51
FL38632,NO270,AC1096,NorthernJet,DFW,DEN,2024-08-20T08:05:59,2024-08-20T10:23:33
FL38633,NO444,AC1096,NorthernJet,DEN,IND,2024-08-20T11:15:33,2024-08-20T15:26:30
FL38634,NO776,AC1096,NorthernJet,IND,LAX,2024-08-20T16:26:30,2024-08-20T18:08:10
FL38635,NO985,AC1096,NorthernJet,LAX,DFW,2024-08-21T08:03:24,2024-08-21T10:49:34
FL38636,NO615,AC1096,NorthernJet,DFW,IND,2024-08-21T12:09:34,2024-08-21T13:32:13
FL38637,NO699,AC1096,NorthernJet,IND,JFK,2024-08-21T14:54:13,2024-08-21T16:52:37
FL38638,NO845,AC1096,NorthernJet,JFK,SEA,2024-08-21T18:17:37,2024-08-21T19:28:29
FL38639,NO550,AC1096,NorthernJet,SEA,DEN,2024-08-22T07:50:19,2024-08-22T12:47:54
FL38640,NO329,AC1096,NorthernJet,DEN,MEM,2024-08-22T13:48:54,2024-08-22T16:37:12
FL38641,NO929,AC1096,NorthernJet,MEM,MSP,2024-08-22T17:53:12,2024-08-22T20:40:51
FL38642,NO157,AC1096,NorthernJet,MSP,SFO,2024-08-22T21:46:51,2024-08-23T02:27:39
FL38643,NO674,AC1096,NorthernJet,SFO,SEA,2024-08-23T03:31:39,2024-08-23T07:07:10
FL38644,NO825,AC1096,NorthernJet,SEA,MEM,2024-08-23T07:59:08,2024-08-23T10:05:07
FL38645,NO876,AC1096,NorthernJet,MEM,BOS,2024-08-23T11:00:07,2024-08-23T12:31:53
FL38646,NO353,AC1096,NorthernJet,BOS,MCI,2024-08-23T13:31:53,2024-08-23T17:36:45
FL38647,NO400,AC1096,NorthernJet,MCI,PDX,2024-08-23T19:02:45,2024-08-23T21:33:18
FL38648,NO228,AC1096,NorthernJet,PDX,MSY,2024-08-24T06:08:14,2024-08-24T07:59:12
FL38649,NO415,AC1096,NorthernJet,MSY,PIT,2024-08-24T09:15:12,2024-08-24T13:17:14
FL38650,NO368,AC1096,NorthernJet,PIT,SFO,2024-08-24T14:14:14,2024-08-24T16:57:33
FL38651,NO904,AC1096,NorthernJet,SFO,IAH,2024-08-24T17:43:33,2024-08-24T19:53:23
FL38652,NO545,AC1096,NorthernJet,IAH,LAS,2024-08-24T20:40:23,2024-08-24T22:19:21
FL38653,NO333,AC1096,NorthernJet,LAS,ORD,2024-08-24T23:24:21,2024-08-25T03:08:03
FL38654,NO643,AC1096,NorthernJet,ORD,SFO,2024-08-25T08:59:11,2024-08-25T11:37:02
FL38655,NO802,AC1096,NorthernJet,SFO,LAX,2024-08-25T13:00:02,2024-08-25T15:24:15
FL38656,NO844,AC1096,NorthernJet,LAX,BOS,2024-08-25T16:12:15,2024-08-25T17:48:12
FL38657,NO445,AC1096,NorthernJet,BOS,LAS,2024-08-25T19:11:12,2024-08-25T22:57:24
FL38658,NO416,AC1096,NorthernJet,LAS,DEN,2024-08-26T07:25:53,2024-08-26T11:37:43
FL38659,NO721,AC1096,NorthernJet,DEN,ORD,2024-08-26T12:23:43,2024-08-26T17:52:27
FL38660,NO572,AC1096,NorthernJet,ORD,JFK,2024-08-26T18:40:27,2024-08-26T23:22:56
FL38661,NO821,AC1096,NorthernJet,JFK,LAX,2024-08-27T00:25:56,2024-08-27T04:10:27
FL38662,NO652,AC1096,NorthernJet,LAX,ATL,2024-08-27T07:19:54,2024-08-27T08:20:38
FL38663,NO865,AC1096,NorthernJet,ATL,CLE,2024-08-27T09:31:38,2024-08-27T13:21:43
FL38664,NO136,AC1096,NorthernJet,CLE,JFK,2024-08-27T14:27:43,2024-08-27T17:11:45
FL38665,NO684,AC1096,NorthernJet,JFK,BOS,2024-08-27T18:27:45,2024-08-27T20:50:46
FL38666,NO145,AC1096,NorthernJet,BOS,PDX,2024-08-28T07:17:40,2024-08-28T09:40:14
FL38667,NO747,AC1096,NorthernJet,PDX,SFO,2024-08-28T11:09:14,2024-08-28T14:46:18
FL38668,NO127,AC1096,NorthernJet,SFO,PDX,2024-08-28T16:00:18,2024-08-28T20:40:33
FL38669,NO525,AC1096,NorthernJet,PDX,DEN,2024-08-28T21:39:33,2024-08-28T23:56:11
FL38670,NO911,AC1096,NorthernJet,DEN,CLE,2024-08-29T06:31:26,2024-08-29T09:41:33
FL38671,NO309,AC1096,NorthernJet,CLE,JFK,2024-08-29T10:52:33,2024-08-29T12:47:30
FL38672,NO132,AC1096,NorthernJet,JFK,JAX,2024-08-29T13:51:30,2024-08-29T17:57:10
FL38673,NO109,AC1096,NorthernJet,JAX,LAX,2024-08-30T06:07:20,2024-08-30T08:15:56
FL38674,NO756,AC1096,NorthernJet,LAX,PHL,2024-08-30T09:40:56,2024-08-30T11:09:32
FL38675,NO692,AC1096,NorthernJet,PHL,CLE,2024-08-30T11:55:32,2024-08-30T14:28:44
FL38676,NO602,AC1096,NorthernJet,CLE,SMF,2024-08-30T15:23:44,2024-08-30T17:04:31
FL38677,NO337,AC1096,NorthernJet,SMF,DEN,2024-08-30T17:51:31,2024-08-30T18:55:18
FL38678,NO112,AC1096,NorthernJet,DEN,ATL,2024-08-31T08:11:24,2024-08-31T11:15:49
FL38679,NO538,AC1096,NorthernJet,ATL,LAS,2024-08-31T12:27:49,2024-08-31T17:19:52
FL38680,NO171,AC1096,NorthernJet,LAS,JFK,2024-08-31T18:21:52,2024-08-31T23:07:23
FL38681,NO450,AC1096,NorthernJet,JFK,ORD,2024-09-01T00:22:23,2024-09-01T01:23:07
FL38682,NO830,AC1096,NorthernJet,ORD,JAX,2024-09-01T02:17:07,2024-09-01T05:18:34
FL38683,NO503,AC1096,NorthernJet,JAX,DEN,2024-09-01T08:30:53,2024-09-01T10:33:19
FL38684,NO464,AC1096,NorthernJet,DEN,LAX,2024-09-01T11:36:19,2024-09-01T14:09:05
FL38685,NO378,AC1096,NorthernJet,LAX,DFW,2024-09-01T15:14:05,2024-09-01T19:30:14
FL38686,NO530,AC1096,NorthernJet,DFW,DEN,2024-09-01T20:15:14,2024-09-02T00:14:20
FL38687,NO229,AC1096,NorthernJet,DEN,IAD,2024-09-02T01:10:20,2024-09-02T04:31:50
FL38688,NO846,AC1096,NorthernJet,IAD,ATL,2024-09-02T05:27:50,2024-09-02T08:14:10
FL38689,NO921,AC1096,NorthernJet,ATL,MIA,2024-09-02T07:09:49,2024-09-02T10:48:07
FL38690,NO247,AC1096,NorthernJet,MIA,DEN,2024-09-02T12:01:07,2024-09-02T13:39:43
FL38691,NO802,AC1096,NorthernJet,DEN,ATL,2024-09-02T14:42:43,2024-09-02T15:56:12
FL38692,NO150,AC1096,NorthernJet,ATL,DEN,2024-09-02T17:25:12,2024-09-02T19:19:01
FL38693,NO834,AC1096,NorthernJet,DEN,ORD,2024-09-02T20:47:01,2024-09-02T23:55:06
FL38694,NO556,AC1096,NorthernJet,ORD,LAX,2024-09-03T01:16:06,2024-09-03T03:33:13
FL38695,NO367,AC1096,NorthernJet,LAX,JAX,2024-09-03T07:27:58,2024-09-03T12:21:04
FL38696,NO468,AC1096,NorthernJet,JAX,BOS,2024-09-03T13:20:04,2024-09-03T14:27:51
FL38697,NO608,AC1096,NorthernJet,BOS,ABQ,2024-09-03T15:52:51,2024-09-03T17:46:57
FL38698,NO160,AC1096,NorthernJet,ABQ,PHL,2024-09-04T07:28:06,2024-09-04T11:58:48
FL38699,NO628,AC1096,NorthernJet,PHL,STL,2024-09-04T12:58:48,2024-09-04T14:51:23
