:ID(Delay),cause,minutes
DLY11025,NAS,20
DLY11026,NAS,57
DLY11027,Carrier,13
DLY11028,Weather,82
DLY11029,NAS,20
DLY11030,Maintenance,206
DLY11031,Maintenance,180
DLY11032,Weather,162
DLY11033,Carrier,18
DLY11034,Maintenance,236
DLY11035,Weather,119
DLY11036,Weather,144
DLY11037,Weather,47
DLY11038,NAS,84
DLY11039,Maintenance,133
DLY11040,Weather,42
DLY11041,Carrier,22
DLY11042,NAS,40
DLY11043,Carrier,30
DLY11044,Weather,116
DLY11045,NAS,82
DLY11046,NAS,33
DLY11047,Carrier,40
DLY11048,Weather,123
DLY11049,Weather,125
DLY11050,Carrier,24
DLY11051,NAS,69
DLY11052,Weather,60
DLY11053,NAS,61
DLY11054,Weather,51
DLY11055,Weather,163
DLY11056,Weather,45
DLY11057,Weather,29
DLY11058,Maintenance,141
DLY11059,NAS,60
DLY11060,Weather,48
DLY11061,Weather,162
DLY11062,NAS,73
DLY11063,Weather,67
DLY11064,Carrier,36
DLY11065,Weather,175
DLY11066,Maintenance,156
DLY11067,Maintenance,53
DLY11068,Weather,20
DLY11069,Weather,46
DLY11070,NAS,36
DLY11071,NAS,64
DLY11072,Maintenance,91
DLY11073,Weather,74
DLY11074,Weather,64
DLY11075,Carrier,37
DLY11076,Carrier,38
DLY11077,Maintenance,207
DLY11078,Weather,27
DLY11079,Weather,117
DLY11080,NAS,76
DLY11081,Carrier,28
DLY11082,Weather,161
DLY11083,Maintenance,141
DLY11084,NAS,73
DLY11085,Weather,49
DLY11086,NAS,70
DLY11087,NAS,77
DLY11088,Maintenance,48
DLY11089,Maintenance,66
DLY11090,NAS,83
DLY11091,Weather,167
DLY11092,Maintenance,127
DLY11093,Carrier,18
DLY11094,Weather,32
DLY11095,Weather,165
DLY11096,Maintenance,194
DLY11097,Weather,74
DLY11098,Carrier,13
DLY11099,Carrier,27
DLY11100,NAS,31
DLY11101,NAS,77
DLY11102,Carrier,40
DLY11103,Carrier,42
DLY11104,Carrier,16
DLY11105,Carrier,59
DLY11106,NAS,51
DLY11107,Maintenance,233
DLY11108,Maintenance,206
DLY11109,Maintenance,162
DLY11110,NAS,89
DLY11111,Carrier,14
DLY11112,Carrier,47
DLY11113,Weather,52
DLY11114,Weather,45
DLY11115,Weather,99
DLY11116,Carrier,50
DLY11117,Maintenance,158
DLY11118,Maintenance,210
DLY11119,Weather,172
DLY11120,Weather,87
DLY11121,Maintenance,215
DLY11122,Maintenance,180
DLY11123,Maintenance,147
DLY11124,NAS,45
DLY11125,NAS,76
DLY11126,Weather,128
DLY11127,Carrier,33
DLY11128,Weather,158
DLY11129,Weather,54
DLY11130,Weather,131
DLY11131,NAS,54
DLY11132,NAS,77
DLY11133,Weather,58
DLY11134,Maintenance,189
DLY11135,Maintenance,187
DLY11136,Maintenance,33
DLY11137,Carrier,31
DLY11138,Weather,132
DLY11139,Carrier,39
DLY11140,Weather,86
DLY11141,NAS,15
DLY11142,Maintenance,150
DLY11143,Weather,30
DLY11144,Maintenance,216
DLY11145,Maintenance,32
DLY11146,Carrier,12
DLY11147,NAS,52
DLY11148,Weather,68
DLY11149,NAS,52
DLY11150,Maintenance,149
DLY11151,NAS,19
DLY11152,Carrier,38
DLY11153,NAS,89
DLY11154,Weather,82
DLY11155,Maintenance,97
DLY11156,NAS,49
DLY11157,Weather,128
DLY11158,Weather,118
DLY11159,Maintenance,212
DLY11160,Carrier,17
DLY11161,Maintenance,70
DLY11162,NAS,21
DLY11163,NAS,37
DLY11164,Weather,133
DLY11165,NAS,72
DLY11166,Carrier,53
DLY11167,Weather,48
DLY11168,Weather,136
DLY11169,Maintenance,36
DLY11170,Maintenance,167
DLY11171,Carrier,18
DLY11172,Weather,57
DLY11173,Maintenance,123
DLY11174,Maintenance,178
DLY11175,Carrier,20
DLY11176,NAS,49
DLY11177,Carrier,46
DLY11178,NAS,60
DLY11179,Weather,84
DLY11180,Weather,21
DLY11181,Maintenance,230
DLY11182,NAS,57
DLY11183,NAS,53
DLY11184,NAS,88
DLY11185,Weather,174
DLY11186,Weather,133
DLY11187,Weather,28
DLY11188,NAS,79
DLY11189,Weather,129
DLY11190,Maintenance,190
DLY11191,Weather,108
DLY11192,NAS,38
DLY11193,NAS,39
DLY11194,Maintenance,77
DLY11195,Maintenance,78
DLY11196,Weather,46
DLY11197,NAS,48
DLY11198,NAS,24
DLY11199,Maintenance,178
DLY11200,NAS,86
DLY11201,NAS,27
DLY11202,NAS,42
DLY11203,NAS,26
DLY11204,Weather,162
DLY11205,Carrier,47
DLY11206,Weather,59
DLY11207,Carrier,37
DLY11208,Weather,127
DLY11209,Carrier,24
DLY11210,Carrier,12
DLY11211,Carrier,56
DLY11212,Maintenance,161
DLY11213,NAS,43
DLY11214,NAS,50
DLY11215,Weather,96
DLY11216,Maintenance,58
DLY11217,Carrier,35
DLY11218,Maintenance,159
DLY11219,NAS,61
DLY11220,NAS,42
DLY11221,Weather,116
DLY11222,Maintenance,90
DLY11223,Weather,177
DLY11224,Maintenance,149
DLY11225,NAS,47
DLY11226,Weather,138
DLY11227,Maintenance,104
DLY11228,Weather,165
DLY11229,Carrier,39
DLY11230,Maintenance,118
DLY11231,Carrier,13
DLY11232,Weather,61
DLY11233,Carrier,24
DLY11234,Carrier,45
DLY11235,NAS,83
DLY11236,Weather,88
DLY11237,NAS,83
DLY11238,NAS,43
DLY11239,Carrier,20
DLY11240,Carrier,35
DLY11241,Weather,156
DLY11242,Weather,137
DLY11243,Carrier,48
DLY11244,Maintenance,46
DLY11245,Weather,114
DLY11246,Carrier,59
DLY11247,Carrier,39
DLY11248,Weather,129
DLY11249,Weather,43
DLY11250,Weather,74
DLY11251,Maintenance,227
DLY11252,Maintenance,237
DLY11253,Weather,151
DLY11254,Weather,55
DLY11255,Maintenance,218
DLY11256,NAS,61
DLY11257,Weather,130
DLY11258,NAS,85
DLY11259,Maintenance,160
DLY11260,NAS,89
DLY11261,NAS,36
DLY11262,Carrier,23
DLY11263,Maintenance,47
DLY11264,Weather,70
DLY11265,Maintenance,238
DLY11266,Weather,101
DLY11267,Weather,139
DLY11268,NAS,37
DLY11269,Carrier,10
DLY11270,Carrier,12
DLY11271,Maintenance,176
DLY11272,NAS,30
DLY11273,Weather,139
DLY11274,Weather,89
DLY11275,NAS,87
DLY11276,Maintenance,95
DLY11277,NAS,33
DLY11278,Maintenance,107
DLY11279,Weather,152
DLY11280,Carrier,48
DLY11281,NAS,70
DLY11282,NAS,89
DLY11283,Weather,72
DLY11284,Maintenance,114
DLY11285,Weather,164
DLY11286,Weather,108
DLY11287,Maintenance,53
DLY11288,Carrier,21
DLY11289,NAS,42
DLY11290,NAS,29
DLY11291,Weather,126
DLY11292,Maintenance,91
DLY11293,Carrier,23
DLY11294,NAS,32
DLY11295,Maintenance,48
DLY11296,Carrier,47
DLY11297,Carrier,16
DLY11298,Maintenance,69
DLY11299,Carrier,36
DLY11300,NAS,87
DLY11301,Weather,143
DLY11302,NAS,55
DLY11303,Maintenance,142
DLY11304,NAS,53
DLY11305,Carrier,56
DLY11306,Weather,61
DLY11307,NAS,15
DLY11308,Maintenance,49
DLY11309,Maintenance,184
DLY11310,Maintenance,222
DLY11311,Weather,42
DLY11312,NAS,44
DLY11313,NAS,83
DLY11314,Maintenance,176
DLY11315,Maintenance,138
DLY11316,Maintenance,233
DLY11317,Carrier,35
DLY11318,NAS,50
DLY11319,Weather,33
DLY11320,Maintenance,94
DLY11321,Weather,132
DLY11322,Weather,65
DLY11323,NAS,38
DLY11324,Carrier,56
DLY11325,Maintenance,60
DLY11326,NAS,29
DLY11327,Maintenance,99
DLY11328,Weather,58
DLY11329,Weather,71
DLY11330,Weather,124
DLY11331,NAS,79
DLY11332,NAS,56
DLY11333,Carrier,20
DLY11334,NAS,41
DLY11335,Weather,93
DLY11336,NAS,38
DLY11337,Maintenance,115
DLY11338,Maintenance,223
DLY11339,NAS,48
DLY11340,Weather,107
DLY11341,Maintenance,124
DLY11342,Weather,85
DLY11343,Carrier,40
DLY11344,Carrier,53
DLY11345,Carrier,31
DLY11346,Weather,40
DLY11347,Weather,35
DLY11348,NAS,40
DLY11349,Carrier,17
DLY11350,Weather,157
DLY11351,NAS,72
DLY11352,NAS,84
DLY11353,Carrier,12
DLY11354,Maintenance,219
DLY11355,Weather,112
DLY11356,Carrier,52
DLY11357,Maintenance,59
DLY11358,Maintenance,95
DLY11359,Carrier,23
DLY11360,NAS,25
DLY11361,Weather,139
DLY11362,NAS,75
DLY11363,Maintenance,238
DLY11364,NAS,74
DLY11365,Weather,26
DLY11366,Weather,102
DLY11367,Maintenance,58
DLY11368,Carrier,20
DLY11369,NAS,75
DLY11370,Weather,105
DLY11371,Maintenance,131
DLY11372,Carrier,41
DLY11373,Maintenance,102
DLY11374,Weather,110
DLY11375,Carrier,21
DLY11376,Maintenance,180
DLY11377,Carrier,10
DLY11378,Weather,58
DLY11379,Maintenance,204
DLY11380,Maintenance,176
DLY11381,Carrier,47
DLY11382,NAS,26
DLY11383,Weather,172
DLY11384,Maintenance,118
DLY11385,Carrier,18
DLY11386,NAS,48
DLY11387,Weather,126
DLY11388,NAS,52
DLY11389,Weather,152
DLY11390,Carrier,23
DLY11391,NAS,46
DLY11392,Weather,58
DLY11393,NAS,66
DLY11394,Maintenance,211
DLY11395,Weather,43
DLY11396,Maintenance,58
DLY11397,Carrier,38
DLY11398,Maintenance,203
DLY11399,Weather,132
DLY11400,Weather,81
DLY11401,Maintenance,235
DLY11402,Carrier,14
DLY11403,Maintenance,166
DLY11404,Carrier,21
DLY11405,Maintenance,161
DLY11406,Weather,124
DLY11407,NAS,16
DLY11408,NAS,74
DLY11409,Maintenance,215
DLY11410,Maintenance,196
DLY11411,Weather,121
DLY11412,Weather,38
DLY11413,Weather,28
DLY11414,Weather,42
DLY11415,Carrier,26
DLY11416,Maintenance,178
DLY11417,Weather,48
DLY11418,Carrier,38
DLY11419,Weather,45
DLY11420,NAS,90
DLY11421,NAS,20
DLY11422,Weather,64
DLY11423,Weather,42
DLY11424,NAS,65
DLY11425,Maintenance,76
DLY11426,Weather,146
DLY11427,NAS,64
DLY11428,NAS,77
DLY11429,Carrier,21
DLY11430,NAS,38
DLY11431,Weather,79
DLY11432,NAS,87
DLY11433,NAS,66
DLY11434,Maintenance,152
DLY11435,Maintenance,123
DLY11436,Maintenance,208
DLY11437,NAS,28
DLY11438,Weather,170
DLY11439,Weather,143
DLY11440,Weather,25
DLY11441,NAS,72
DLY11442,Carrier,55
DLY11443,Weather,162
DLY11444,Carrier,40
DLY11445,Weather,146
DLY11446,Weather,70
DLY11447,Weather,159
DLY11448,Carrier,16
DLY11449,NAS,87
DLY11450,NAS,54
DLY11451,Maintenance,146
DLY11452,NAS,42
DLY11453,NAS,16
DLY11454,NAS,69
DLY11455,NAS,24
DLY11456,Carrier,53
DLY11457,NAS,75
DLY11458,Maintenance,179
DLY11459,Weather,132
DLY11460,NAS,42
DLY11461,Weather,176
DLY11462,Maintenance,73
DLY11463,Weather,163
DLY11464,Maintenance,193
DLY11465,Weather,81
DLY11466,Maintenance,194
DLY11467,NAS,31
DLY11468,Carrier,26
DLY11469,Carrier,37
DLY11470,Maintenance,40
DLY11471,Weather,22
DLY11472,Carrier,47
DLY11473,Maintenance,141
DLY11474,NAS,74
DLY11475,Maintenance,82
DLY11476,Carrier,58
DLY11477,NAS,34
DLY11478,Weather,99
DLY11479,NAS,74
DLY11480,NAS,51
DLY11481,Maintenance,67
DLY11482,NAS,19
DLY11483,Weather,141
DLY11484,Carrier,37
DLY11485,Weather,144
DLY11486,Maintenance,117
DLY11487,Weather,58
DLY11488,NAS,42
DLY11489,Weather,117
DLY11490,Carrier,25
DLY11491,Carrier,57
DLY11492,NAS,41
DLY11493,Weather,129
DLY11494,Carrier,12
DLY11495,NAS,34
DLY11496,Maintenance,188
DLY11497,Weather,139
DLY11498,Maintenance,189
DLY11499,Maintenance,198
DLY11500,Weather,34
DLY11501,NAS,85
DLY11502,Weather,131
DLY11503,NAS,80
DLY11504,Maintenance,206
DLY11505,Carrier,42
DLY11506,NAS,65
DLY11507,NAS,64
DLY11508,Weather,52
DLY11509,Maintenance,138
DLY11510,Weather,173
DLY11511,Weather,62
DLY11512,Carrier,53
DLY11513,Carrier,34
DLY11514,Maintenance,45
DLY11515,Maintenance,228
DLY11516,NAS,26
DLY11517,Maintenance,191
DLY11518,NAS,86
DLY11519,Weather,105
DLY11520,Weather,137
DLY11521,Carrier,53
DLY11522,NAS,80
DLY11523,Maintenance,118
DLY11524,Carrier,27
DLY11525,Maintenance,143
DLY11526,Weather,58
DLY11527,Maintenance,48
DLY11528,Maintenance,56
DLY11529,NAS,69
DLY11530,NAS,55
DLY11531,Weather,82
DLY11532,Weather,176
DLY11533,Weather,104
DLY11534,Maintenance,97
DLY11535,Weather,37
DLY11536,NAS,37
DLY11537,NAS,47
DLY11538,Carrier,57
DLY11539,Maintenance,236
DLY11540,Weather,86
DLY11541,NAS,24
DLY11542,Weather,84
DLY11543,NAS,57
DLY11544,Carrier,46
DLY11545,NAS,28
DLY11546,Carrier,22
DLY11547,Maintenance,126
DLY11548,Maintenance,40
DLY11549,NAS,39
DLY11550,NAS,76
DLY11551,Weather,75
DLY11552,Carrier,44
DLY11553,Weather,120
DLY11554,Weather,22
DLY11555,Carrier,14
DLY11556,Weather,55
DLY11557,NAS,81
DLY11558,Weather,109
DLY11559,Weather,91
DLY11560,Maintenance,55
DLY11561,Weather,171
DLY11562,Weather,54
DLY11563,NAS,35
DLY11564,Maintenance,199
DLY11565,Maintenance,39
DLY11566,Carrier,38
DLY11567,Weather,148
DLY11568,Weather,98
DLY11569,Weather,99
DLY11570,Weather,128
DLY11571,Weather,83
DLY11572,Carrier,18
DLY11573,Weather,118
DLY11574,NAS,75
DLY11575,Weather,85
DLY11576,NAS,61
DLY11577,Weather,45
DLY11578,NAS,36
DLY11579,NAS,16
DLY11580,NAS,31
DLY11581,Carrier,36
DLY11582,Maintenance,60
DLY11583,Carrier,35
DLY11584,NAS,57
DLY11585,Carrier,31
DLY11586,Carrier,60
DLY11587,Maintenance,107
DLY11588,Maintenance,179
DLY11589,Maintenance,157
DLY11590,NAS,64
DLY11591,Maintenance,40
DLY11592,Carrier,10
DLY11593,NAS,66
DLY11594,Weather,22
DLY11595,Weather,85
DLY11596,Weather,48
DLY11597,Maintenance,114
DLY11598,Weather,163
DLY11599,NAS,40
DLY11600,NAS,40
DLY11601,NAS,86
DLY11602,Maintenance,66
DLY11603,Weather,28
DLY11604,Weather,104
DLY11605,Maintenance,113
DLY11606,NAS,35
DLY11607,Weather,77
DLY11608,Weather,44
DLY11609,Carrier,60
DLY11610,NAS,89
DLY11611,Maintenance,116
DLY11612,Weather,149
DLY11613,Carrier,36
DLY11614,NAS,36
DLY11615,Maintenance,180
DLY11616,Weather,51
DLY11617,Weather,100
DLY11618,NAS,52
DLY11619,Carrier,46
DLY11620,NAS,35
DLY11621,Maintenance,170
DLY11622,Weather,127
DLY11623,NAS,80
DLY11624,Weather,137
DLY11625,Weather,39
DLY11626,Maintenance,96
DLY11627,Weather,95
DLY11628,Weather,34
DLY11629,Maintenance,134
DLY11630,NAS,40
DLY11631,Weather,118
DLY11632,Weather,162
DLY11633,Maintenance,197
DLY11634,Maintenance,197
DLY11635,NAS,21
DLY11636,Carrier,58
DLY11637,Carrier,19
DLY11638,Carrier,45
DLY11639,Maintenance,118
DLY11640,Carrier,44
DLY11641,Carrier,50
DLY11642,Carrier,47
DLY11643,Maintenance,134
DLY11644,NAS,66
DLY11645,Maintenance,54
DLY11646,NAS,30
DLY11647,NAS,28
DLY11648,Carrier,42
DLY11649,Weather,163
DLY11650,NAS,89
DLY11651,Weather,93
DLY11652,Maintenance,113
DLY11653,NAS,26
DLY11654,Carrier,46
DLY11655,Maintenance,109
DLY11656,Maintenance,109
DLY11657,NAS,15
DLY11658,Carrier,57
DLY11659,Maintenance,114
DLY11660,Maintenance,101
DLY11661,Weather,43
DLY11662,Carrier,56
DLY11663,Maintenance,120
DLY11664,NAS,67
DLY11665,Weather,149
DLY11666,Carrier,21
DLY11667,Maintenance,111
DLY11668,Maintenance,225
DLY11669,Weather,33
DLY11670,Maintenance,105
DLY11671,Carrier,40
DLY11672,Weather,34
DLY11673,NAS,17
DLY11674,Carrier,39
DLY11675,Weather,145
DLY11676,Maintenance,231
DLY11677,Carrier,15
DLY11678,Weather,71
DLY11679,Carrier,52
DLY11680,Maintenance,166
DLY11681,Carrier,27
DLY11682,Weather,94
DLY11683,Weather,154
DLY11684,Carrier,56
DLY11685,NAS,79
DLY11686,Weather,157
DLY11687,Weather,145
DLY11688,Maintenance,59
DLY11689,Maintenance,128
DLY11690,Weather,91
DLY11691,NAS,53
DLY11692,Carrier,43
DLY11693,Maintenance,64
DLY11694,Weather,39
DLY11695,Weather,58
DLY11696,Carrier,14
DLY11697,Weather,83
DLY11698,Weather,35
DLY11699,Weather,140
DLY11700,NAS,61
DLY11701,Carrier,21
DLY11702,Weather,120
DLY11703,Maintenance,149
DLY11704,NAS,53
DLY11705,NAS,79
DLY11706,Weather,85
DLY11707,Carrier,26
DLY11708,Weather,156
DLY11709,Maintenance,33
DLY11710,Weather,71
DLY11711,Weather,179
DLY11712,NAS,46
DLY11713,Maintenance,81
DLY11714,Weather,133
DLY11715,Maintenance,115
DLY11716,Maintenance,198
DLY11717,Maintenance,193
DLY11718,Weather,145
DLY11719,Carrier,56
DLY11720,Maintenance,220
DLY11721,Maintenance,37
DLY11722,Weather,89
DLY11723,Weather,81
DLY11724,Carrier,34
DLY11725,Weather,174
DLY11726,NAS,88
DLY11727,NAS,77
DLY11728,NAS,85
DLY11729,Weather,136
DLY11730,Weather,50
DLY11731,Carrier,17
DLY11732,NAS,63
DLY11733,Maintenance,224
DLY11734,Carrier,10
DLY11735,NAS,53
DLY11736,NAS,48
DLY11737,NAS,37
DLY11738,NAS,87
DLY11739,NAS,26
DLY11740,Carrier,53
DLY11741,NAS,89
DLY11742,Carrier,50
DLY11743,Weather,128
DLY11744,Weather,161
DLY11745,Weather,97
DLY11746,Weather,56
DLY11747,Carrier,15
DLY11748,Weather,80
DLY11749,NAS,70
DLY11750,NAS,78
DLY11751,Weather,38
DLY11752,Weather,73
DLY11753,Maintenance,113
DLY11754,Carrier,59
DLY11755,Maintenance,85
DLY11756,Maintenance,45
DLY11757,Carrier,30
DLY11758,Carrier,28
DLY11759,Maintenance,182
DLY11760,Weather,118
DLY11761,Weather,125
DLY11762,Weather,87
DLY11763,NAS,48
DLY11764,Maintenance,170
DLY11765,Carrier,37
DLY11766,NAS,77
DLY11767,Weather,32
DLY11768,Maintenance,165
DLY11769,Weather,43
DLY11770,Weather,24
DLY11771,NAS,52
DLY11772,NAS,16
DLY11773,Carrier,18
DLY11774,Carrier,29
DLY11775,Carrier,13
DLY11776,Weather,92
DLY11777,Weather,104
DLY11778,Carrier,56
DLY11779,Maintenance,180
DLY11780,NAS,76
DLY11781,Weather,151
DLY11782,Weather,69
DLY11783,Maintenance,230
DLY11784,NAS,47
DLY11785,Weather,65
DLY11786,Carrier,16
DLY11787,Weather,127
DLY11788,Maintenance,139
DLY11789,Maintenance,136
DLY11790,Weather,142
DLY11791,Maintenance,101
DLY11792,Carrier,46
DLY11793,NAS,67
DLY11794,Carrier,29
DLY11795,Carrier,52
DLY11796,NAS,41
DLY11797,NAS,17
DLY11798,Weather,53
DLY11799,Weather,148
DLY11800,Carrier,57
DLY11801,Weather,76
DLY11802,Maintenance,114
DLY11803,NAS,52
DLY11804,Carrier,37
DLY11805,Maintenance,239
DLY11806,NAS,29
DLY11807,NAS,82
DLY11808,Maintenance,93
DLY11809,Carrier,32
DLY11810,Carrier,57
DLY11811,Carrier,28
DLY11812,Weather,73
DLY11813,Maintenance,181
DLY11814,Weather,25
DLY11815,NAS,51
DLY11816,NAS,70
DLY11817,Weather,44
DLY11818,Carrier,33
DLY11819,Carrier,11
DLY11820,Carrier,22
DLY11821,Maintenance,169
DLY11822,NAS,87
DLY11823,Weather,111
DLY11824,Weather,55
DLY11825,Weather,173
DLY11826,NAS,69
DLY11827,NAS,72
DLY11828,Carrier,20
DLY11829,Maintenance,104
DLY11830,Maintenance,95
DLY11831,NAS,33
DLY11832,Carrier,56
DLY11833,NAS,31
DLY11834,Weather,59
DLY11835,Weather,48
DLY11836,Weather,179
DLY11837,NAS,22
DLY11838,Weather,106
DLY11839,Maintenance,125
DLY11840,NAS,19
DLY11841,Maintenance,46
DLY11842,Carrier,45
DLY11843,Weather,156
DLY11844,Carrier,27
DLY11845,Carrier,34
DLY11846,Weather,160
DLY11847,NAS,49
DLY11848,Maintenance,167
DLY11849,Maintenance,31
DLY11850,Carrier,17
DLY11851,Maintenance,213
DLY11852,NAS,59
DLY11853,NAS,21
DLY11854,NAS,33
DLY11855,Carrier,12
DLY11856,NAS,76
DLY11857,Carrier,34
DLY11858,Maintenance,215
DLY11859,Carrier,43
DLY11860,Weather,109
DLY11861,NAS,26
DLY11862,Carrier,17
DLY11863,Weather,118
DLY11864,Weather,176
DLY11865,Weather,49
DLY11866,NAS,29
DLY11867,Weather,52
DLY11868,NAS,47
DLY11869,Weather,115
DLY11870,Weather,109
DLY11871,Weather,47
DLY11872,Carrier,60
DLY11873,Maintenance,189
DLY11874,Maintenance,231
DLY11875,Maintenance,213
DLY11876,Carrier,16
DLY11877,Carrier,28
DLY11878,Weather,117
DLY11879,Maintenance,30
DLY11880,Maintenance,227
DLY11881,Weather,108
DLY11882,Maintenance,34
DLY11883,Carrier,58
DLY11884,Maintenance,189
DLY11885,Maintenance,34
DLY11886,Maintenance,206
DLY11887,NAS,35
DLY11888,Maintenance,88
DLY11889,Weather,95
DLY11890,NAS,44
DLY11891,NAS,66
DLY11892,Maintenance,208
DLY11893,Carrier,59
DLY11894,Maintenance,105
DLY11895,Carrier,52
DLY11896,Weather,60
DLY11897,Carrier,56
DLY11898,NAS,64
DLY11899,NAS,17
DLY11900,NAS,43
DLY11901,Maintenance,145
DLY11902,Weather,116
DLY11903,Maintenance,183
DLY11904,Weather,168
DLY11905,Carrier,31
DLY11906,NAS,52
DLY11907,NAS,75
DLY11908,Maintenance,147
DLY11909,Maintenance,96
DLY11910,Maintenance,125
DLY11911,Weather,154
DLY11912,NAS,69
DLY11913,Maintenance,149
DLY11914,NAS,77
DLY11915,Weather,171
DLY11916,Maintenance,39
DLY11917,NAS,57
DLY11918,Weather,140
DLY11919,NAS,19
DLY11920,Maintenance,45
DLY11921,Maintenance,82
DLY11922,Maintenance,223
DLY11923,Weather,132
DLY11924,Maintenance,98
DLY11925,Maintenance,141
DLY11926,Weather,52
DLY11927,NAS,66
DLY11928,Maintenance,173
DLY11929,NAS,75
DLY11930,Carrier,45
DLY11931,Maintenance,188
DLY11932,Carrier,10
DLY11933,Carrier,33
DLY11934,Weather,35
DLY11935,Weather,116
DLY11936,Carrier,38
DLY11937,NAS,21
DLY11938,Maintenance,206
DLY11939,Weather,152
DLY11940,NAS,49
DLY11941,NAS,62
DLY11942,Carrier,24
DLY11943,Carrier,52
DLY11944,Carrier,43
DLY11945,Maintenance,65
DLY11946,Maintenance,87
DLY11947,Maintenance,117
DLY11948,Carrier,42
DLY11949,Weather,44
DLY11950,Weather,45
DLY11951,Weather,149
DLY11952,Maintenance,62
DLY11953,Carrier,48
DLY11954,Weather,78
DLY11955,Weather,175
DLY11956,Carrier,55
DLY11957,Carrier,53
DLY11958,NAS,78
DLY11959,Carrier,33
DLY11960,NAS,32
DLY11961,Weather,115
DLY11962,Maintenance,220
DLY11963,Carrier,26
DLY11964,Maintenance,148
DLY11965,NAS,82
DLY11966,NAS,71
DLY11967,Carrier,43
DLY11968,Carrier,36
DLY11969,Maintenance,98
DLY11970,Carrier,29
DLY11971,Weather,123
DLY11972,Maintenance,165
DLY11973,Carrier,26
DLY11974,Carrier,46
DLY11975,Maintenance,111
DLY11976,Weather,173
DLY11977,Carrier,47
DLY11978,Weather,122
DLY11979,Maintenance,34
DLY11980,Weather,112
DLY11981,Maintenance,35
DLY11982,NAS,31
DLY11983,Weather,174
DLY11984,NAS,15
DLY11985,Carrier,47
DLY11986,Carrier,47
DLY11987,NAS,33
DLY11988,Carrier,43
DLY11989,Maintenance,237
DLY11990,Maintenance,222
DLY11991,NAS,85
DLY11992,Carrier,13
DLY11993,NAS,70
DLY11994,NAS,22
DLY11995,Carrier,49
DLY11996,Maintenance,187
DLY11997,Weather,152
DLY11998,Maintenance,207
DLY11999,Weather,69
DLY12000,Maintenance,82
DLY12001,Carrier,33
DLY12002,Carrier,51
DLY12003,Weather,93
DLY12004,Weather,149
DLY12005,Maintenance,115
DLY12006,Weather,167
DLY12007,Carrier,47
DLY12008,Weather,123
DLY12009,Weather,113
DLY12010,Weather,40
DLY12011,Carrier,41
DLY12012,Weather,37
DLY12013,Weather,29
DLY12014,Weather,31
DLY12015,Maintenance,201
DLY12016,NAS,73
DLY12017,Weather,114
DLY12018,NAS,27
DLY12019,Weather,99
DLY12020,Weather,71
DLY12021,Maintenance,190
DLY12022,Weather,69
DLY12023,Weather,36
DLY12024,Weather,75
DLY12025,NAS,30
DLY12026,Weather,80
DLY12027,NAS,15
DLY12028,NAS,35
DLY12029,NAS,41
DLY12030,Maintenance,62
DLY12031,Weather,156
DLY12032,Carrier,59
DLY12033,Maintenance,153
DLY12034,Weather,170
DLY12035,Maintenance,199
DLY12036,NAS,52
DLY12037,Maintenance,55
DLY12038,Maintenance,76
DLY12039,Weather,84
DLY12040,Carrier,46
DLY12041,NAS,90
DLY12042,NAS,59
DLY12043,Carrier,23
DLY12044,Maintenance,132
DLY12045,Carrier,15
DLY12046,Maintenance,131
DLY12047,Weather,76
DLY12048,Maintenance,91
DLY12049,Weather,100
DLY12050,Weather,76
DLY12051,NAS,43
DLY12052,Weather,143
DLY12053,NAS,20
DLY12054,NAS,15
DLY12055,Carrier,49
DLY12056,NAS,23
DLY12057,Maintenance,72
DLY12058,Weather,144
DLY12059,Maintenance,122
DLY12060,Weather,143
DLY12061,Maintenance,111
DLY12062,Maintenance,73
DLY12063,Weather,137
DLY12064,Weather,153
DLY12065,NAS,22
DLY12066,NAS,64
DLY12067,Carrier,60
DLY12068,Carrier,36
DLY12069,Weather,145
DLY12070,Carrier,41
DLY12071,Weather,45
DLY12072,Weather,91
DLY12073,Weather,152
DLY12074,Weather,169
DLY12075,NAS,43
DLY12076,Maintenance,232
DLY12077,Maintenance,92
DLY12078,Carrier,41
DLY12079,Weather,64
DLY12080,Carrier,18
DLY12081,Weather,177
DLY12082,Weather,144
DLY12083,Carrier,17
DLY12084,NAS,79
DLY12085,Carrier,43
DLY12086,Weather,108
DLY12087,Carrier,34
DLY12088,Carrier,36
DLY12089,Weather,160
DLY12090,Weather,87
DLY12091,NAS,65
DLY12092,NAS,85
DLY12093,NAS,21
DLY12094,NAS,38
DLY12095,NAS,87
DLY12096,NAS,21
DLY12097,Maintenance,204
DLY12098,NAS,52
DLY12099,Maintenance,132
DLY12100,Weather,22
DLY12101,Maintenance,132
DLY12102,Weather,84
DLY12103,Maintenance,96
DLY12104,NAS,47
DLY12105,Weather,104
DLY12106,Maintenance,32
DLY12107,NAS,69
DLY12108,Weather,27
DLY12109,NAS,60
DLY12110,NAS,65
DLY12111,Maintenance,148
DLY12112,Weather,178
DLY12113,NAS,53
DLY12114,NAS,19
DLY12115,Weather,97
DLY12116,Weather,31
DLY12117,NAS,54
DLY12118,Maintenance,163
DLY12119,Weather,152
DLY12120,Weather,167
DLY12121,Maintenance,128
DLY12122,Weather,78
DLY12123,Weather,109
DLY12124,Carrier,58
DLY12125,Carrier,14
DLY12126,Weather,126
DLY12127,Carrier,40
